Time_s,RF,BF,VM,ST,FX
0.317,-0.0128,0.0082,0.0322,-0.0128,-2.3
0.318,-0.0075,0.0127,0.0292,-0.003,-2.3
0.319,-0.0083,0.0397,0.0442,0.0577,-2.2
0.32,-0.0053,0.045,0.0787,0.063,-2.1
0.321,-0.0015,0.0045,0.075,-0.0083,-2.1
0.322,-0.0008,-0.0225,0.0345,-0.0525,-2.1
0.323,0.0045,-0.0248,-0.021,-0.0353,-2.1
0.324,0.0067,-0.048,-0.0848,0.0007,-2.1
0.325,0.0045,-0.0585,-0.1268,-0.0105,-2.1
0.326,0.0015,-0.078,-0.156,0.0045,-2.1
0.327,-0.003,-0.1125,-0.1485,0.0742,-2.1
0.328,-0.0068,-0.12,-0.1043,0.0937,-2.1
0.329,-0.0008,-0.105,-0.0555,0.0855,-2.1
0.33,-0.0068,-0.0518,-0.003,0.09,-2.1
0.331,-0.021,0.0382,0.0382,0.1095,-2.1
0.332,-0.0218,0.1245,0.057,0.1042,-2.1
0.333,-0.0233,0.1755,0.0592,0.0442,-2.1
0.334,-0.0143,0.126,0.0525,-0.0293,-2.1
0.335,-0.003,-0.0256,0.0345,-0.0825,-2.1
0.336,0.0015,-0.1043,0.0157,-0.1155,-2.1
0.337,0.0105,-0.099,0.0082,-0.159,-2.1
0.338,0.0135,-0.039,0.0082,-0.2385,-2.1
0.339,0.0195,0.1035,0.0105,-0.231,-2.1
0.34,0.024,0.2272,0.0112,-0.0833,-2.1
0.341,0.0135,0.2805,0.0217,0.0292,-2.1
0.342,-0.003,0.2017,0.042,0.1125,-2.2
0.343,-0.0091,0.081,0.0555,0.165,-2.2
0.344,-0.0128,0.012,0.0517,0.1612,-2.3
0.345,-0.015,-0.054,0.0375,0.1552,-2.3
0.346,-0.0128,-0.0728,0.0277,0.0862,-2.3
0.347,-0.0083,-0.0773,0.0465,0.0255,-2.4
0.348,0.0045,-0.0803,0.075,-0.0165,-2.4
0.349,0.0157,-0.0818,0.0727,-0.0713,-2.5
0.35,0.0142,-0.0825,0.051,-0.0721,-2.5
0.351,-0.0015,-0.0615,0.0045,-0.0308,-2.6
0.352,-0.0105,-0.042,-0.0488,0.0682,-2.6
0.353,-0.0143,-0.0263,-0.0728,0.0967,-2.7
0.354,-0.0188,-0.0263,-0.0885,-0.0158,-2.7
0.355,-0.0008,-0.0218,-0.0818,-0.1118,-2.7
0.356,0.0165,-0.0248,-0.0706,-0.1478,-2.8
0.357,0.0262,-0.0203,-0.063,-0.1785,-2.8
0.358,0.0277,0.0022,-0.0405,-0.1823,-2.9
0.359,0.0127,0.024,-0.0315,-0.0683,-2.9
0.36,-0.0046,0.03,-0.027,0.1132,-3.0
0.361,-0.0285,-0.006,-0.0158,0.24,-3.1
0.362,-0.0518,-0.0398,0.009,0.2535,-3.1
0.363,-0.0623,-0.081,0.0405,0.165,-3.2
0.364,-0.063,-0.1305,0.0547,0.0847,-3.3
0.365,-0.0548,-0.129,0.0645,-0.0915,-3.4
0.366,-0.0353,-0.0893,0.069,-0.2806,-3.4
0.367,0.003,-0.0173,0.057,-0.1643,-3.5
0.368,0.0532,-0.0165,0.045,-0.0428,-3.6
0.369,0.087,-0.105,0.0322,-0.012,-3.6
0.37,0.0885,-0.1298,0.0232,-0.0398,-3.7
0.371,0.0667,-0.1095,0.0292,-0.1838,-3.8
0.372,0.0352,-0.0046,0.0585,-0.1853,-3.9
0.373,0.03,0.1672,0.075,-0.099,-4.0
0.374,0.0607,0.3195,0.048,0.1477,-4.1
0.375,0.0892,0.3817,0.0127,0.2497,-4.1
0.376,0.0885,0.3037,-0.0405,0.1177,-4.2
0.377,0.0562,0.1972,-0.081,0.1087,-4.3
0.378,0.012,0.06,-0.0848,0.0465,-4.4
0.379,-0.0323,-0.0233,-0.0638,-0.0128,-4.4
0.38,-0.0668,-0.0436,-0.0361,-0.0203,-4.5
0.381,-0.0818,-0.0615,-0.0256,-0.0173,-4.5
0.382,-0.084,-0.0518,0.003,0.0157,-4.6
0.383,-0.0758,-0.0511,0.0105,0.0555,-4.6
0.384,-0.0563,-0.0248,-0.0015,0.1927,-4.7
0.385,-0.0338,0.0,0.0127,0.2122,-4.7
0.386,-0.0098,-0.0038,0.045,0.0165,-4.8
0.387,0.0105,-0.0308,0.063,-0.0405,-4.8
0.388,0.0225,-0.0548,0.0405,-0.0143,-4.9
0.389,0.0255,-0.0765,0.0142,-0.0503,-4.9
0.39,0.0052,-0.0893,-0.0315,-0.0308,-5.0
0.391,-0.0195,-0.0653,-0.0743,-0.0436,-5.0
0.392,-0.0315,-0.057,-0.0848,-0.0615,-5.0
0.393,-0.0308,-0.0653,-0.0863,-0.0706,-5.0
0.394,-0.0256,-0.105,-0.0503,-0.0728,-5.1
0.395,-0.0128,-0.1463,0.0097,-0.105,-5.1
0.396,0.0037,-0.1448,0.0675,-0.147,-5.2
0.397,0.0112,-0.1275,0.075,-0.105,-5.2
0.398,0.0157,-0.1043,0.027,-0.0803,-5.3
0.399,0.0195,-0.0578,-0.0368,-0.0353,-5.3
0.4,0.0225,0.0427,-0.093,-0.0218,-5.4
0.401,0.0232,0.1522,-0.1193,-0.033,-5.4
0.402,0.0127,0.2197,-0.1028,0.0982,-5.3
0.403,-0.0075,0.294,-0.0615,0.2445,-5.3
0.404,-0.027,0.3165,-0.0225,0.2212,-5.2
0.405,-0.039,0.237,0.0255,0.1492,-5.1
0.406,-0.045,0.1162,0.075,0.0772,-5.1
0.407,-0.0315,-0.0068,0.114,-0.0368,-5.0
0.408,-0.0098,-0.0706,0.141,-0.0285,-5.0
0.409,0.0165,-0.0953,0.129,0.0675,-5.0
0.41,0.0427,-0.1073,0.0817,0.0645,-4.9
0.411,0.0585,-0.1035,0.018,-0.0068,-4.8
0.412,0.0682,-0.0893,-0.0488,-0.042,-4.8
0.413,0.045,-0.0555,-0.0915,-0.0361,-4.7
0.414,0.0195,-0.0443,-0.1215,-0.0218,-4.7
0.415,0.009,-0.0608,-0.1253,-0.0825,-4.6
0.416,-0.0098,-0.1073,-0.0938,-0.0871,-4.6
0.417,-0.0181,-0.1365,-0.0638,-0.0353,-4.5
0.418,-0.0278,-0.093,-0.0195,-0.1013,-4.5
0.419,-0.0293,-0.0225,0.0225,-0.123,-4.4
0.42,-0.0248,0.0127,0.0517,-0.1598,-4.4
0.421,-0.0218,0.0015,0.0712,-0.1411,-4.4
0.422,-0.0068,-0.0015,0.0742,-0.0278,-4.4
0.423,0.0,0.012,0.0765,-0.0165,-4.4
0.424,0.012,-0.003,0.0675,0.1627,-4.4
0.425,0.0217,-0.0436,0.0517,0.2932,-4.5
0.426,0.0262,-0.0465,0.0277,0.015,-4.5
0.427,0.0277,-0.012,-0.0015,-0.2783,-4.5
0.428,0.0105,0.0577,-0.0098,-0.2438,-4.5
0.429,0.003,0.1522,-0.0046,-0.0083,-4.5
0.43,0.0007,0.207,0.0045,0.1605,-4.6
0.431,-0.0068,0.2107,0.0082,0.1312,-4.6
0.432,-0.0046,0.1567,0.0157,0.1117,-4.6
0.433,-0.0091,0.0877,0.0232,0.1432,-4.7
0.434,-0.0068,0.0322,0.0225,0.0697,-4.7
0.435,-0.0053,0.0,0.021,0.006,-4.7
0.436,-0.006,-0.0405,0.009,-0.0503,-4.8
0.437,-0.0046,-0.066,0.0007,-0.0413,-4.8
0.438,-0.0075,-0.0503,-0.0068,0.0615,-4.8
0.439,0.0,-0.0428,-0.0181,0.099,-4.8
0.44,0.0015,-0.0495,-0.0181,0.0255,-4.9
0.441,0.0015,-0.0653,-0.0105,-0.0158,-5.0
0.442,0.0015,-0.0765,0.0052,0.0315,-5.2
0.443,-0.0091,-0.0953,0.006,0.0495,-5.3
0.444,-0.0105,-0.0878,0.0045,0.0345,-5.4
0.445,-0.0113,-0.0563,0.0075,0.0307,-5.6
0.446,-0.0173,-0.033,0.0052,0.0307,-5.8
0.447,-0.027,-0.0181,0.012,0.003,-5.9
0.448,-0.0488,-0.0181,0.0112,0.0007,-6.0
0.449,-0.0473,-0.015,0.0105,-0.015,-6.2
0.45,-0.0315,-0.0143,0.0142,-0.0293,-6.3
0.451,-0.0158,-0.0128,0.0142,-0.0293,-6.5
0.452,0.0165,-0.0098,0.0165,-0.075,-6.6
0.453,0.0532,-0.0068,0.0052,-0.1605,-6.8
0.454,0.0862,-0.0015,-0.0173,-0.237,-6.9
0.455,0.1042,-0.0105,-0.0323,-0.1493,-7.1
0.456,0.0975,-0.0203,-0.0405,-0.048,-7.2
0.457,0.0562,-0.0203,-0.0443,-0.006,-7.3
0.458,0.0015,-0.0098,-0.0533,0.0315,-7.5
0.459,-0.033,0.0127,-0.0638,0.0195,-7.7
0.46,-0.0593,0.033,-0.0735,0.057,-7.8
0.461,-0.0721,0.0457,-0.0773,0.093,-7.9
