Time_s,RF,BF,VM,ST,FX
0.143,-0.0083,0.0082,-0.0008,-0.0353,24.7
0.144,-0.0105,0.0105,0.0112,-0.0195,24.3
0.145,-0.0143,0.009,0.0255,-0.0165,23.9
0.146,-0.0181,0.0082,0.0307,0.0,23.6
0.147,-0.0173,0.0082,0.027,0.0322,23.2
0.148,-0.0128,0.0037,0.0307,0.0405,22.9
0.149,-0.0068,-0.0046,0.0322,0.0277,22.5
0.15,-0.003,-0.0105,0.0315,0.0052,22.1
0.151,0.0045,-0.0113,0.03,-0.0113,21.8
0.152,0.0135,-0.0143,0.027,-0.0105,21.5
0.153,0.0165,-0.0128,0.0255,-0.0158,21.1
0.154,0.0127,-0.0068,0.0142,-0.0225,20.7
0.155,0.0105,-0.0015,0.0037,-0.0128,20.4
0.156,0.009,-0.003,0.0022,-0.0068,20.0
0.157,0.003,-0.0098,-0.0053,-0.0113,19.7
0.158,-0.0015,-0.0135,-0.0053,-0.0023,19.3
0.159,-0.0105,-0.0128,-0.0008,0.0202,18.9
0.16,-0.0135,-0.0098,0.0045,0.0345,18.5
0.161,-0.0158,-0.0128,0.0105,0.039,18.2
0.162,-0.0165,-0.0158,0.012,0.0397,17.9
0.163,-0.0105,-0.0105,0.0165,0.033,17.5
0.164,-0.003,-0.0046,0.024,0.0262,17.1
0.165,0.006,0.0052,0.0315,0.024,16.8
0.166,0.0142,0.015,0.0315,0.0165,16.4
0.167,0.0135,0.015,0.0345,0.0052,16.1
0.168,0.006,0.0075,0.0352,-0.0015,15.7
0.169,-0.0008,0.0015,0.0285,-0.0075,15.3
0.17,-0.0083,-0.0015,0.0165,-0.0143,14.9
0.171,-0.0135,-0.0023,0.0112,-0.0158,14.6
0.172,-0.0091,0.0045,-0.0075,-0.0195,14.2
0.173,0.0007,0.0097,-0.024,-0.0256,13.9
0.174,-0.0023,0.0052,0.009,-0.0263,13.5
0.175,-0.0135,0.0022,0.0255,-0.03,13.1
0.176,-0.0188,0.0022,0.0435,-0.033,12.8
0.177,-0.0323,0.0015,0.0622,-0.042,12.4
0.178,-0.0323,0.0097,0.0105,-0.0533,12.1
0.179,-0.0135,0.021,-0.0083,-0.0315,11.7
0.18,-0.0143,0.0105,0.0307,0.0007,11.3
0.181,-0.0188,-0.0068,0.0465,0.0217,11.1
0.182,-0.012,-0.015,0.0457,0.0427,10.8
0.183,-0.0091,-0.0195,0.0555,0.0397,10.5
0.184,-0.0128,-0.0285,0.0667,0.0255,10.2
0.185,-0.0128,-0.0353,0.0457,0.0135,9.9
0.186,-0.0053,-0.0338,0.0495,0.0127,9.7
0.187,-0.0068,-0.0353,0.0615,0.0202,9.4
0.188,-0.0015,-0.0263,0.0382,0.0195,9.1
0.189,0.0067,-0.0158,0.0247,0.0247,8.9
0.19,0.0045,-0.0091,0.003,0.0255,8.5
0.191,0.0015,-0.003,-0.0008,0.0202,8.3
0.192,-0.0038,0.0015,-0.0075,0.0157,8.0
0.193,-0.0008,0.0105,-0.027,0.0082,7.7
0.194,-0.0008,0.0105,-0.0143,0.0067,7.5
0.195,-0.0053,0.0045,-0.0038,0.0015,7.2
0.196,-0.006,-0.0015,-0.0008,-0.006,6.9
0.197,-0.0083,-0.003,0.0045,-0.0135,6.6
0.198,-0.0083,0.0067,0.0052,-0.0143,6.3
0.199,-0.0128,0.0082,0.0097,-0.0105,6.1
0.2,-0.0218,0.0,0.0067,-0.0135,5.8
0.201,-0.0218,-0.0046,-0.0015,-0.0135,5.7
0.202,-0.0165,-0.0053,-0.0008,-0.0113,5.5
0.203,-0.012,-0.0091,0.0037,-0.012,5.4
0.204,-0.0053,-0.0091,0.0105,-0.012,5.3
0.205,0.0007,-0.0046,0.0195,-0.0128,5.1
0.206,0.0067,-0.003,0.0195,-0.0188,5.0
0.207,0.009,0.0045,0.018,-0.0248,4.9
0.208,0.003,0.009,0.018,-0.0233,4.7
0.209,-0.0038,0.0067,0.0202,-0.0105,4.6
0.21,0.0,0.0105,0.0217,-0.0008,4.4
0.211,0.0082,0.009,0.0255,0.0052,4.3
0.212,0.012,0.0082,0.018,0.0157,4.1
0.213,0.0135,0.006,0.0037,0.0202,4.0
0.214,0.0127,-0.0046,-0.0128,0.0067,3.9
0.215,0.0067,-0.0098,-0.027,-0.0053,3.7
0.216,-0.0015,-0.0023,-0.0181,-0.003,3.6
0.217,-0.0038,0.0082,-0.0083,0.003,3.5
0.218,-0.0008,-0.0015,-0.0158,-0.0015,3.3
0.219,0.0052,-0.0203,-0.0323,-0.0091,3.2
0.22,0.018,-0.021,-0.0368,0.0052,3.0
0.221,0.0202,-0.0068,-0.0413,0.024,3.0
0.222,0.0105,0.012,-0.0555,0.0292,3.0
0.223,0.0045,0.0277,-0.054,0.0262,2.9
0.224,0.0082,0.0322,-0.0405,0.012,2.9
0.225,0.0142,0.0292,-0.0405,-0.0023,2.8
0.226,0.0217,0.0367,-0.0465,-0.012,2.7
0.227,0.0277,0.0457,-0.0525,-0.0143,2.7
0.228,0.033,0.048,-0.0511,-0.0091,2.6
0.229,0.0375,0.0457,-0.0443,-0.0083,2.6
0.23,0.0352,0.0195,-0.0353,-0.0135,2.6
0.231,0.033,-0.006,-0.0256,-0.0188,2.5
0.232,0.0285,-0.03,-0.024,-0.021,2.5
0.233,0.0195,-0.0488,-0.0233,-0.0233,2.4
0.234,0.024,-0.0495,-0.0218,-0.0308,2.4
0.235,0.0367,-0.0473,-0.0195,-0.0375,2.3
0.236,0.0322,-0.03,-0.0158,-0.0361,2.2
0.237,0.0157,-0.0158,-0.0195,-0.0315,2.2
0.238,-0.0008,-0.0008,-0.0218,-0.0278,2.2
0.239,-0.0218,0.0187,-0.0128,-0.015,2.1
0.24,-0.0278,0.03,-0.003,0.0067,2.0
0.241,-0.0181,0.0382,0.0,0.0315,2.1
0.242,-0.0098,0.0262,-0.0038,0.0442,2.1
0.243,0.0037,0.0165,-0.0181,0.0405,2.1
0.244,0.0075,0.012,0.0022,0.036,2.1
0.245,-0.0015,-0.0105,0.0502,0.0232,2.2
0.246,-0.0173,-0.033,0.0667,0.0112,2.2
0.247,-0.0346,-0.0465,0.0855,0.009,2.2
0.248,-0.0458,-0.054,0.0877,0.006,2.2
0.249,-0.039,-0.0525,0.0577,-0.0023,2.2
0.25,-0.0233,-0.0578,0.0472,-0.0038,2.3
0.251,-0.0308,-0.063,0.0607,-0.0083,2.3
0.252,-0.033,-0.0548,0.0495,-0.024,2.3
0.253,-0.0308,-0.0428,0.0367,-0.0278,2.4
0.254,-0.0248,-0.024,0.0255,-0.021,2.4
0.255,-0.0181,-0.0098,0.0127,-0.0105,2.4
0.256,-0.0218,0.0045,0.0135,0.0052,2.5
0.257,-0.0203,0.03,0.0082,0.021,2.5
0.258,-0.0128,0.0502,0.0255,0.03,2.5
0.259,-0.0038,0.0607,0.0195,0.0187,2.5
0.26,0.0045,0.069,-0.0075,-0.0008,2.6
0.261,0.0172,0.0697,-0.0143,-0.015,2.6
0.262,0.0225,0.0517,-0.0218,-0.0181,2.7
0.263,0.0232,0.0375,-0.033,-0.0075,2.9
0.264,0.018,0.039,-0.0436,-0.0008,3.0
0.265,0.0135,0.0307,-0.0518,0.0052,3.1
0.266,0.0112,0.0225,-0.0368,0.0172,3.1
0.267,0.0052,0.0195,-0.012,0.0202,3.2
0.268,0.0007,0.0075,0.0007,0.0217,3.4
0.269,-0.0015,-0.0046,0.009,0.0217,3.5
0.27,-0.0015,-0.0098,0.0052,0.0135,3.6
0.271,0.003,-0.0015,0.0007,0.0082,3.6
0.272,0.0067,0.0105,0.0082,0.0015,3.7
0.273,0.0075,0.0067,-0.0068,-0.003,3.9
0.274,0.0135,-0.003,-0.0203,0.0022,4.0
0.275,0.0217,-0.006,-0.024,0.0052,4.0
0.276,0.0202,-0.0165,-0.033,0.006,4.1
0.277,0.006,-0.0233,-0.03,0.012,4.2
0.278,-0.0113,-0.021,-0.0315,0.0075,4.4
0.279,-0.0225,-0.0225,-0.0278,-0.0083,4.5
0.28,-0.0233,-0.0263,-0.0256,-0.0263,4.5
0.281,-0.0188,-0.0225,-0.0225,-0.0315,4.7
0.282,-0.012,-0.0008,-0.0105,-0.0173,4.8
0.283,0.0022,0.0097,-0.012,-0.0075,5.0
0.284,0.0157,-0.0113,-0.0158,-0.0181,5.1
0.285,0.027,-0.0203,-0.0091,-0.0346,5.3
0.286,0.033,-0.021,0.0067,-0.045,5.4
0.287,0.0397,-0.0256,0.0127,-0.042,5.5
0.288,0.0435,-0.0158,0.0082,-0.0293,5.7
0.289,0.048,-0.0008,-0.0008,-0.0158,5.8
0.29,0.0607,0.0172,-0.0023,0.0225,6.0
0.291,0.054,0.0232,0.0052,0.06,6.1
0.292,0.0255,0.0172,0.0142,0.0675,6.3
0.293,-0.0165,0.0142,0.0195,0.0615,6.4
0.294,-0.0533,0.012,0.0157,0.0397,6.6
0.295,-0.0728,0.0052,0.0187,0.0157,6.7
0.296,-0.0863,-0.0068,0.0292,0.0045,6.8
0.297,-0.1043,-0.0068,0.0315,0.0,7.0
0.298,-0.1043,-0.0091,0.0202,0.003,7.2
0.299,-0.0608,-0.0053,0.0037,0.0105,7.3
0.3,-0.0143,0.0022,-0.0023,0.0105,7.4
0.301,0.018,0.0022,0.003,0.0105,7.5
0.302,0.0427,-0.0008,0.0015,0.0067,7.6
0.303,0.0405,-0.0105,0.0015,-0.0015,7.6
0.304,0.033,-0.0128,-0.0046,-0.0083,7.7
0.305,0.0307,-0.0083,-0.0315,-0.0105,7.7
0.306,0.0405,0.0007,-0.0495,-0.0046,7.8
0.307,0.063,0.003,-0.0465,-0.0008,7.9
0.308,0.0727,-0.0053,-0.03,-0.0008,7.9
0.309,0.0697,-0.0083,-0.0091,-0.0015,8.0
0.31,0.0525,-0.006,0.0225,-0.0068,8.1
0.311,0.0142,-0.0053,0.0427,-0.0068,8.1
0.312,-0.0195,-0.0046,0.0517,-0.0046,8.2
0.313,-0.0308,0.0022,0.042,-0.003,8.2
0.314,-0.0181,0.0082,-0.0008,-0.0038,8.3
0.315,0.0067,0.003,-0.0091,-0.0046,8.4
0.316,0.0015,-0.0068,0.0165,-0.006,8.4
0.317,-0.0181,-0.0083,0.0532,-0.0053,8.5
0.318,-0.0308,-0.0053,0.0892,-0.0038,8.5
0.319,-0.0405,-0.0053,0.0825,-0.0068,8.6
0.32,-0.0405,-0.003,0.0562,-0.0083,8.7
0.321,-0.0465,-0.0083,0.039,-0.0091,8.7
0.322,-0.0398,-0.0188,0.0255,-0.0105,8.6
0.323,-0.0203,-0.0203,0.0172,-0.0083,8.5
0.324,-0.0165,-0.012,0.0232,-0.0046,8.5
0.325,-0.0158,-0.0038,0.0367,-0.0008,8.5
0.326,-0.0158,0.0052,0.0352,0.003,8.4
0.327,-0.0105,0.009,0.0337,0.0045,8.3
0.328,0.0082,0.0082,0.018,0.0015,8.3
0.329,0.0352,0.0105,-0.0068,-0.0008,8.2
0.33,0.0322,0.0082,-0.0188,-0.006,8.1
0.331,0.0082,0.0045,-0.024,-0.0098,8.1
0.332,0.0015,0.0052,-0.0225,-0.0068,8.1
0.333,0.0075,0.0082,-0.0203,-0.0053,8.0
0.334,0.0195,0.0067,-0.0165,-0.0046,8.0
0.335,0.0187,0.0045,-0.0008,-0.003,7.9
0.336,-0.0008,0.0037,0.0187,-0.0015,7.8
0.337,-0.0195,0.0015,0.018,-0.0038,7.8
0.338,-0.024,-0.0008,0.0007,-0.0068,7.7
0.339,-0.0315,-0.003,-0.0165,-0.0008,7.6
0.34,-0.0405,-0.0008,-0.0195,0.0067,7.6
0.341,-0.0368,-0.0023,-0.003,0.0127,7.6
0.342,-0.0248,-0.0023,-0.0023,0.0217,7.6
0.343,-0.021,-0.0023,-0.0015,0.0285,7.6
0.344,-0.0308,-0.0038,-0.0068,0.0292,7.6
0.345,-0.027,-0.0023,-0.027,0.0232,7.7
0.346,-0.0256,-0.003,-0.0293,0.015,7.7
0.347,-0.0225,0.0,-0.0248,0.012,7.7
0.348,-0.0091,0.003,-0.0188,0.006,7.8
0.349,-0.0015,0.0045,-0.0158,0.003,7.8
0.35,0.021,0.0082,-0.0158,0.0015,7.8
0.351,0.0442,0.0082,-0.024,-0.003,7.9
0.352,0.054,0.0105,-0.033,-0.0046,7.9
0.353,0.0517,0.009,-0.033,-0.0075,7.9
0.354,0.0442,0.003,-0.0285,-0.012,7.9
0.355,0.039,-0.0053,-0.0248,-0.0165,8.0
0.356,0.0352,-0.0053,-0.0346,-0.0143,8.0
0.357,0.0255,-0.0015,-0.0428,-0.0105,8.0
0.358,-0.0015,-0.0015,-0.0353,-0.012,8.1
0.359,-0.0256,0.0045,-0.024,-0.0098,8.1
0.36,-0.024,0.0075,-0.0203,-0.0053,8.1
0.361,-0.0053,0.0075,-0.0165,-0.003,8.2
0.362,0.0127,0.0097,-0.012,-0.0023,8.3
0.363,0.0367,0.0067,-0.0023,-0.0046,8.4
0.364,0.0592,-0.0015,0.0045,-0.0091,8.5
0.365,0.0502,-0.0046,-0.0068,-0.012,8.6
0.366,0.0315,0.0015,-0.0165,-0.0083,8.7
0.367,0.003,0.0097,-0.0195,-0.0068,8.8
0.368,-0.0135,0.0037,-0.0353,-0.0098,8.9
0.369,-0.003,-0.0091,-0.057,-0.012,9.0
0.37,0.0045,-0.0098,-0.075,-0.0091,9.1
0.371,0.0112,-0.003,-0.0668,-0.0053,9.2
0.372,0.0045,0.0052,-0.0593,-0.003,9.4
0.373,0.0112,0.009,-0.057,-0.003,9.4
0.374,0.0277,0.012,-0.0428,-0.003,9.5
0.375,0.0232,0.0112,-0.042,-0.006,9.7
0.376,0.0082,0.003,-0.0278,-0.006,9.8
0.377,0.0015,-0.0023,-0.0046,-0.0053,9.9
0.378,0.0045,-0.0023,0.0255,-0.0038,9.9
0.379,0.0007,-0.0046,0.0367,-0.0015,10.1
0.38,0.0015,-0.0091,0.0322,0.0015,10.2
0.381,-0.0015,-0.0083,0.0442,0.0052,10.3
0.382,-0.0083,-0.0023,0.0442,0.0082,10.3
0.383,-0.0105,0.003,0.0495,0.0105,10.4
0.384,-0.0128,0.0082,0.048,0.0097,10.5
0.385,-0.0091,0.0105,0.0405,0.0052,10.6
0.386,-0.0038,0.0045,0.039,0.0,10.7
0.387,-0.003,-0.0083,0.0442,-0.003,10.7
0.388,-0.0105,-0.0113,0.0577,-0.0023,10.8
0.389,-0.0165,-0.0075,0.06,-0.0008,10.9
0.39,-0.024,-0.0046,0.0547,0.0,11.0
0.391,-0.021,-0.003,0.0382,0.0007,11.1
0.392,-0.0158,0.0007,0.0217,0.0015,11.2
0.393,-0.0158,0.0015,0.0067,0.0015,11.2
0.394,-0.0135,-0.003,-0.0053,0.0,11.3
0.395,-0.0165,-0.0046,-0.0128,0.0,11.4
0.396,-0.0195,-0.0015,-0.0128,0.0007,11.5
0.397,-0.0285,-0.0008,-0.0068,0.003,11.6
0.398,-0.0346,0.0007,-0.003,0.003,11.6
0.399,-0.0308,-0.0008,-0.0015,0.0022,11.7
0.4,-0.024,-0.0046,0.0007,0.0022,11.8
0.401,-0.012,-0.0046,0.0007,0.0,11.7
0.402,-0.0008,-0.0015,-0.006,0.0007,11.7
0.403,0.0105,-0.0015,-0.0083,0.0,11.6
0.404,0.0202,0.0007,-0.0091,-0.003,11.5
0.405,0.0307,0.0045,-0.0038,-0.0008,11.5
0.406,0.0345,0.0045,0.012,0.0007,11.4
0.407,0.0382,0.0022,0.0195,0.0015,11.3
0.408,0.0382,0.0007,0.0247,-0.0008,11.2
0.409,0.0217,0.0007,0.0247,-0.0008,11.2
0.41,0.0135,-0.0008,0.0195,-0.0008,11.1
0.411,0.0075,-0.003,0.0157,-0.0008,11.0
0.412,0.0007,-0.0023,0.0097,-0.0015,10.9
0.413,-0.0008,-0.0015,0.003,-0.0023,10.9
0.414,-0.003,-0.0008,-0.0008,-0.003,10.8
0.415,-0.0053,0.0,-0.006,-0.0046,10.7
0.416,-0.012,-0.0008,-0.0083,-0.003,10.7
0.417,-0.021,0.0007,-0.0053,-0.0023,10.6
0.418,-0.0256,0.0007,-0.0068,-0.0023,10.5
0.419,-0.0203,-0.0015,-0.0068,-0.003,10.4
0.42,-0.0158,0.0007,-0.0128,-0.003,10.3
0.421,-0.0083,0.0015,-0.0158,-0.0023,10.3
0.422,-0.0008,0.0015,-0.0203,-0.003,10.3
0.423,0.0045,0.0015,-0.0346,-0.003,10.3
0.424,0.015,0.0052,-0.0368,-0.003,10.3
0.425,0.0195,0.003,-0.021,0.0,10.2
0.426,0.018,-0.0015,-0.0008,0.0045,10.2
0.427,0.0142,0.0,0.0165,0.0052,10.2
0.428,0.015,0.0,0.0195,0.0045,10.2
0.429,0.0127,0.0015,0.018,0.0037,10.1
0.43,-0.0046,0.0037,0.021,0.0052,10.1
0.431,-0.0181,0.003,0.024,0.0037,10.1
0.432,-0.0143,0.0,0.0322,0.0015,10.0
0.433,-0.0203,-0.0098,0.0292,-0.0008,10.0
0.434,-0.0278,-0.0113,0.0247,-0.0015,10.0
0.435,-0.0158,-0.0053,0.0277,0.0022,10.0
0.436,-0.0075,-0.0053,0.0255,0.0022,9.9
0.437,0.0052,-0.0068,0.0165,0.0037,9.9
0.438,0.021,-0.0113,0.0052,0.0045,9.9
0.439,0.0195,-0.015,0.0015,0.0045,9.9
0.44,0.0195,-0.0113,0.0142,0.0075,9.8
0.441,0.0142,-0.0091,0.033,0.0067,9.9
0.442,-0.0068,-0.0143,0.0465,0.0082,10.0
0.443,-0.0293,-0.0143,0.0562,0.0127,10.1
0.444,-0.0338,-0.0083,0.0592,0.0157,10.2
0.445,-0.0233,-0.0015,0.0615,0.0165,10.3
0.446,-0.0143,-0.0015,0.0532,0.0135,10.3
0.447,-0.0105,-0.0015,0.0345,0.0127,10.4
0.448,-0.012,-0.003,0.033,0.012,10.5
0.449,-0.0105,-0.0068,0.0307,0.012,10.6
0.45,-0.0083,-0.0068,0.0292,0.0112,10.7
0.451,-0.0143,-0.0083,0.0307,0.0075,10.8
0.452,-0.024,-0.0083,0.027,0.0067,10.9
0.453,-0.0218,-0.0083,0.0217,0.0082,11.0
0.454,-0.0218,-0.0075,0.0217,0.0097,11.1
0.455,-0.0181,-0.0046,0.0135,0.0075,11.2
0.456,0.003,-0.0038,0.0105,0.0045,11.3
0.457,0.0307,-0.0023,0.0262,0.006,11.4
0.458,0.039,0.0007,0.0195,0.0022,11.5
0.459,0.0285,0.003,0.0007,0.0015,11.6
0.46,0.018,0.0045,-0.015,0.0,11.7
0.461,0.003,0.003,-0.0353,-0.0038,11.7
0.462,-0.012,0.0045,-0.0458,-0.003,11.7
0.463,-0.0181,0.0097,-0.0555,-0.003,11.8
0.464,-0.0143,0.0127,-0.0615,-0.003,11.8
0.465,-0.0083,0.0165,-0.0653,-0.0068,11.9
0.466,-0.0046,0.012,-0.0683,-0.012,11.9
0.467,-0.0135,0.003,-0.0743,-0.0135,12.0
0.468,-0.0368,-0.0008,-0.0735,-0.0135,12.0
0.469,-0.0353,0.0015,-0.0721,-0.0105,12.1
0.47,-0.0128,0.009,-0.0788,-0.0098,12.1
0.471,0.0172,0.0112,-0.078,-0.0105,12.1
0.472,0.042,0.0135,-0.0773,-0.0105,12.2
0.473,0.0532,0.0157,-0.0698,-0.0098,12.2
0.474,0.0577,0.0127,-0.0578,-0.012,12.3
0.475,0.054,0.012,-0.0383,-0.0128,12.3
0.476,0.0517,0.0112,-0.0105,-0.0113,12.4
