Time_s,RF,BF,VM,ST,FX
0.137,-0.0015,-0.0023,0.006,0.0067,-3.1
0.138,-0.0015,-0.0053,0.0052,0.0067,-3.0
0.139,-0.0015,-0.006,0.0052,0.0052,-3.0
0.14,-0.003,-0.006,0.0045,0.0067,-3.0
0.141,-0.0008,-0.006,0.0045,0.0067,-3.0
0.142,-0.0008,-0.0075,0.0015,0.0037,-3.0
0.143,0.0007,-0.0105,0.0015,0.0052,-3.0
0.144,-0.0008,-0.0068,0.0007,0.0052,-3.0
0.145,-0.0015,-0.0105,0.0,0.0045,-2.9
0.146,-0.003,-0.0181,0.0007,0.006,-2.9
0.147,-0.0075,-0.0181,-0.0008,0.006,-2.9
0.148,-0.006,-0.0173,-0.0015,0.0067,-2.9
0.149,-0.0053,-0.0181,-0.0008,0.0052,-2.9
0.15,-0.0053,-0.0165,0.0022,0.0037,-2.8
0.151,-0.0053,-0.0143,0.003,0.003,-2.8
0.152,-0.0046,-0.0105,0.0015,0.0022,-2.8
0.153,-0.0015,-0.0098,0.0015,0.003,-2.8
0.154,-0.0015,-0.0083,0.0007,0.0022,-2.8
0.155,0.0,-0.0046,0.0007,0.0037,-2.8
0.156,0.0015,-0.0015,0.0007,0.0045,-2.7
0.157,0.0007,-0.0008,-0.0015,0.0052,-2.7
0.158,0.0,0.0007,-0.0008,0.0045,-2.7
0.159,-0.0015,0.003,-0.0008,-0.0015,-2.7
0.16,-0.0023,0.0052,-0.0008,-0.0015,-2.7
0.161,-0.003,0.003,-0.0015,0.0015,-2.7
0.162,-0.0046,0.0015,-0.0008,0.0015,-2.7
0.163,-0.0023,0.0015,0.0015,0.0022,-2.7
0.164,-0.0015,0.003,0.003,0.003,-2.7
0.165,-0.003,0.0067,0.003,0.0067,-2.6
0.166,-0.003,0.0082,0.003,0.0127,-2.6
0.167,-0.0038,0.0052,0.0015,0.0097,-2.6
0.168,-0.003,0.0007,0.0022,0.0052,-2.6
0.169,-0.0046,-0.003,0.0022,0.009,-2.6
0.17,-0.0046,-0.0068,0.0015,0.0195,-2.6
0.171,-0.0015,-0.0098,0.0015,0.0232,-2.6
0.172,-0.003,-0.0113,0.0015,0.0195,-2.5
0.173,-0.003,-0.0128,0.0022,0.0127,-2.5
0.174,-0.0023,-0.0075,0.003,0.0082,-2.5
0.175,-0.003,0.0045,0.0015,0.0052,-2.5
0.176,-0.0023,0.012,-0.0008,0.0037,-2.5
0.177,0.0,0.006,-0.0015,0.0037,-2.5
0.178,0.0015,0.0015,0.0,0.003,-2.5
0.179,0.0015,-0.0008,0.0007,0.0015,-2.4
0.18,0.0015,-0.0008,0.0007,0.0007,-2.4
0.181,0.0015,0.0015,0.0007,0.0015,-2.4
0.182,0.003,0.0015,0.0007,0.003,-2.4
0.183,0.0052,0.003,-0.0008,0.003,-2.4
0.184,0.003,0.0007,-0.0015,0.0015,-2.3
0.185,0.0015,-0.0008,-0.0008,0.0,-2.3
0.186,0.0015,-0.0008,0.0,0.0,-2.3
0.187,0.0015,0.0015,0.0,-0.0008,-2.3
0.188,0.0022,0.0015,0.0007,-0.0008,-2.3
0.189,0.003,0.003,0.0007,-0.0008,-2.3
0.19,0.0015,0.0075,0.0,-0.0008,-2.2
0.191,0.0007,0.0112,-0.0008,-0.0023,-2.2
0.192,0.003,0.0105,0.0,-0.0023,-2.2
0.193,0.003,0.0082,-0.0008,-0.0015,-2.2
0.194,0.003,0.0082,-0.0015,-0.003,-2.2
0.195,0.0007,0.0052,0.0,-0.0046,-2.1
0.196,0.0007,0.0037,0.0007,-0.0046,-2.1
0.197,-0.0015,0.0015,0.0015,-0.006,-2.1
0.198,-0.003,0.0015,0.0007,-0.0038,-2.1
0.199,-0.0008,0.0007,0.0045,0.0007,-2.0
0.2,-0.0008,-0.0008,0.0052,0.0045,-2.0
0.201,-0.0015,0.0007,0.0045,0.0052,-2.0
0.202,-0.0015,0.003,0.0037,0.0015,-2.0
0.203,-0.003,0.0052,0.003,0.0015,-1.9
0.204,-0.0023,0.0022,0.0037,0.0015,-1.9
0.205,-0.0008,-0.0015,0.0022,0.0015,-1.9
0.206,-0.0023,-0.0008,0.0022,0.003,-1.9
0.207,-0.003,-0.0015,0.0007,0.003,-1.9
0.208,-0.0023,-0.0046,0.0015,0.0037,-1.8
0.209,-0.003,-0.0083,0.0022,0.003,-1.8
0.21,-0.0023,-0.0091,0.0015,0.0015,-1.8
0.211,-0.0015,-0.0105,0.0015,0.0007,-1.8
0.212,-0.0008,-0.0143,0.0015,0.0015,-1.8
0.213,-0.0008,-0.0218,0.0007,0.0015,-1.7
0.214,-0.0023,-0.0256,0.0015,0.0007,-1.7
0.215,-0.0008,-0.0233,0.0007,0.0007,-1.7
0.216,-0.0008,-0.0218,0.0007,0.0015,-1.7
0.217,-0.0008,-0.0165,0.0,0.0022,-1.7
0.218,-0.0015,-0.0173,-0.0015,0.003,-1.6
0.219,-0.003,-0.0173,0.0007,0.0015,-1.6
0.22,-0.0015,-0.012,0.0,0.0015,-1.6
0.221,-0.0008,-0.0091,-0.0015,0.0007,-1.5
0.222,-0.0008,-0.0068,0.0007,0.0015,-1.5
0.223,0.0,-0.003,0.0015,0.0007,-1.5
0.224,-0.0008,0.0022,0.0007,-0.0008,-1.5
0.225,0.0007,0.003,0.0015,-0.0008,-1.4
0.226,0.0015,0.003,0.0,0.003,-1.4
0.227,-0.0015,-0.0008,0.0,0.0045,-1.4
0.228,-0.0023,-0.0023,0.0007,0.003,-1.4
0.229,-0.003,-0.0008,0.0015,0.0045,-1.4
0.23,-0.0053,-0.0015,0.0015,0.0052,-1.4
0.231,-0.0053,0.0022,0.0015,0.006,-1.3
0.232,-0.0053,0.003,0.0007,0.0045,-1.3
0.233,-0.003,0.0045,0.0007,0.0007,-1.3
0.234,0.0,0.0022,0.0015,0.0007,-1.3
0.235,0.0037,0.003,0.0015,0.0,-1.2
0.236,0.0045,0.0082,-0.003,0.0015,-1.2
0.237,0.003,0.0112,-0.0023,0.0007,-1.2
0.238,0.0045,0.012,-0.0015,-0.0008,-1.2
0.239,0.0045,0.0075,-0.0015,-0.0008,-1.2
0.24,0.0037,0.0037,-0.0008,-0.0008,-1.1
0.241,0.0007,0.003,0.0007,-0.0008,-1.1
0.242,-0.0015,0.0007,-0.0008,0.0,-1.1
0.243,-0.0038,0.0,-0.0015,-0.0008,-1.1
0.244,-0.0053,0.0022,0.0,0.0,-1.0
0.245,-0.0053,-0.0015,0.0007,-0.0008,-1.0
0.246,-0.0046,-0.0008,0.0015,-0.0015,-1.0
0.247,-0.0046,0.0007,0.0015,0.0,-1.0
0.248,-0.003,0.0,0.0007,-0.0008,-1.0
0.249,-0.0008,0.0007,0.0015,0.0,-0.9
0.25,-0.0015,0.0007,0.0045,0.003,-0.9
0.251,-0.0015,0.006,0.0045,0.0067,-0.9
0.252,-0.0008,0.0045,0.003,0.006,-0.9
0.253,-0.0015,0.003,0.0022,0.0045,-0.9
0.254,0.0007,0.0045,0.003,0.0052,-0.9
0.255,0.0015,0.003,0.0015,0.006,-0.9
0.256,0.0015,0.003,0.0007,0.0082,-0.9
0.257,0.0022,0.0007,0.003,0.0097,-0.8
0.258,0.0,-0.0008,0.003,0.009,-0.8
0.259,-0.003,-0.0023,0.0015,0.0052,-0.8
0.26,-0.003,-0.0038,-0.0008,0.0022,-0.8
0.261,-0.0008,-0.0046,-0.0015,0.0007,-0.8
0.262,-0.0008,-0.006,-0.0008,-0.0023,-0.7
0.263,-0.0008,-0.0053,0.0007,-0.0015,-0.7
0.264,-0.0008,-0.0068,0.0015,-0.003,-0.7
0.265,-0.0008,-0.0083,0.0007,-0.0046,-0.7
0.266,-0.0008,-0.0075,-0.0008,-0.003,-0.7
0.267,0.0015,-0.006,0.0045,-0.003,-0.6
0.268,0.0067,-0.006,0.0067,-0.0023,-0.6
0.269,0.0075,-0.0091,0.003,-0.0015,-0.6
0.27,0.0052,-0.0053,0.0022,0.0007,-0.6
0.271,0.0015,-0.0046,0.0,0.0007,-0.6
0.272,0.0015,-0.003,-0.0008,-0.0015,-0.5
0.273,0.0037,-0.003,-0.0008,0.0015,-0.5
0.274,0.003,-0.0008,-0.0008,0.003,-0.5
0.275,0.003,0.0022,0.0007,0.0022,-0.5
0.276,0.0015,-0.0015,0.0015,0.003,-0.5
0.277,0.0007,-0.0015,0.003,0.0015,-0.5
0.278,0.0022,0.0015,0.0037,0.0007,-0.5
0.279,-0.0008,0.003,0.0045,-0.0023,-0.4
0.28,-0.0008,0.0022,0.0022,-0.003,-0.4
0.281,-0.0008,-0.0008,0.0015,-0.0015,-0.4
0.282,0.0007,-0.0015,0.0,-0.0008,-0.4
0.283,0.003,-0.0023,0.0,0.0007,-0.4
0.284,-0.0015,-0.003,0.0007,0.0037,-0.4
0.285,-0.0008,-0.0053,0.0007,0.0045,-0.4
0.286,0.0007,-0.0068,0.0007,0.003,-0.3
0.287,-0.0015,-0.0046,-0.0015,0.0067,-0.3
0.288,-0.0046,-0.0053,-0.0008,0.0067,-0.3
0.289,-0.0083,-0.0105,-0.0015,0.0045,-0.3
0.29,-0.0083,-0.0173,-0.0008,0.0022,-0.3
0.291,-0.0053,-0.0181,0.0,-0.0008,-0.3
0.292,-0.006,-0.0143,0.0015,-0.0015,-0.3
0.293,-0.0046,-0.0143,0.0,0.0045,-0.3
0.294,-0.0046,-0.0158,-0.0015,0.006,-0.3
0.295,-0.0038,-0.0165,-0.0008,0.0015,-0.2
0.296,-0.003,-0.0128,-0.0015,-0.0008,-0.2
0.297,-0.003,-0.0105,-0.0015,0.0,-0.2
0.298,0.0007,-0.0098,-0.003,0.0015,-0.2
0.299,0.0015,-0.0068,-0.0038,0.0015,-0.2
0.3,0.0015,-0.0023,-0.0023,0.0052,-0.2
0.301,0.0015,-0.0023,-0.0015,0.0075,-0.2
0.302,0.0007,-0.003,-0.0023,0.003,-0.2
0.303,0.0015,-0.0008,-0.0008,-0.0038,-0.2
0.304,0.0,0.0015,-0.0008,-0.0015,-0.2
0.305,0.0022,0.0075,-0.0008,0.0015,-0.1
0.306,0.0052,0.003,-0.0008,0.0007,-0.1
0.307,0.0015,-0.0053,-0.0015,-0.0023,-0.1
0.308,-0.0015,-0.0091,-0.0023,-0.0015,-0.1
0.309,-0.0046,-0.012,-0.0023,-0.0015,-0.1
0.31,-0.006,-0.0091,-0.0008,-0.0023,-0.1
0.311,-0.0053,-0.0046,0.0015,-0.0015,-0.1
0.312,-0.0046,-0.0015,0.0015,0.0007,-0.1
0.313,-0.0053,0.003,0.0015,0.0,-0.1
0.314,-0.0053,0.003,0.0015,-0.0015,-0.1
0.315,-0.0038,0.0045,0.0045,0.0007,-0.1
0.316,-0.0023,0.003,0.0052,0.0007,-0.1
0.317,-0.0008,0.0045,0.0052,-0.0008,-0.1
0.318,0.0015,0.0052,0.0052,0.0007,-0.1
0.319,-0.0015,0.0045,0.0037,0.0015,-0.1
0.32,-0.0023,0.0037,0.0045,0.0022,-0.1
0.321,-0.0015,0.0,0.003,-0.0008,-0.1
0.322,-0.0015,-0.0015,0.0037,0.0007,0.0
0.323,-0.0015,0.0,0.003,0.003,0.0
0.324,-0.0046,0.0015,0.003,0.0037,0.0
0.325,-0.0046,-0.0008,0.003,0.003,0.0
0.326,-0.003,-0.0015,0.003,0.003,0.0
0.327,-0.0038,-0.003,0.0037,0.003,0.0
0.328,-0.0023,-0.0046,0.0022,0.0015,0.0
0.329,0.0,-0.0023,0.003,0.0015,0.0
0.33,0.0015,-0.003,0.0015,0.003,0.0
0.331,-0.0023,-0.006,0.003,0.003,0.0
0.332,-0.003,-0.0046,0.0045,0.0052,0.1
0.333,-0.0015,-0.0015,0.0015,0.0075,0.1
0.334,-0.0038,-0.0008,0.003,0.0082,0.1
0.335,-0.0046,0.0,0.0015,0.0067,0.1
0.336,-0.003,-0.0015,0.0022,0.0052,0.1
0.337,-0.0008,-0.0008,0.0045,0.003,0.1
0.338,-0.0008,0.003,0.0045,0.0022,0.1
0.339,-0.0023,0.003,0.0052,0.0015,0.2
0.34,-0.0046,0.003,0.003,0.0015,0.2
0.341,-0.0046,0.0045,0.0015,0.0,0.2
0.342,-0.0038,0.009,0.0007,-0.0015,0.2
0.343,-0.003,0.0112,0.0015,-0.0008,0.2
0.344,-0.0008,0.0082,0.0037,0.0,0.3
0.345,0.0022,0.0075,0.0007,0.0007,0.3
0.346,0.0022,0.0075,-0.0015,0.0007,0.3
0.347,-0.003,0.0045,-0.0015,0.0,0.4
0.348,-0.0091,0.0052,-0.0008,0.0007,0.4
0.349,-0.0143,0.0082,-0.0008,0.0045,0.4
0.35,-0.0091,0.009,-0.003,0.0052,0.4
0.351,-0.0015,0.009,-0.0015,0.0045,0.4
0.352,0.0045,0.0135,-0.0008,0.0045,0.4
0.353,0.0127,0.0157,-0.0008,0.0,0.4
0.354,0.0172,0.0052,0.0015,-0.0015,0.5
0.355,0.0187,-0.0053,0.0015,-0.0008,0.5
0.356,0.0165,-0.0091,0.0015,-0.0008,0.5
0.357,0.0142,-0.0143,0.0015,-0.0008,0.6
0.358,0.0127,-0.024,0.0015,0.0007,0.6
0.359,0.009,-0.0315,0.0007,0.0,0.6
0.36,0.0015,-0.0338,-0.0008,-0.0008,0.6
0.361,-0.0046,-0.0368,-0.0008,-0.0015,0.7
0.362,-0.0083,-0.0353,-0.0023,-0.003,0.7
0.363,-0.0098,-0.0315,-0.0023,-0.003,0.7
0.364,-0.0068,-0.027,-0.0015,-0.003,0.7
0.365,-0.0053,-0.0181,-0.0008,-0.0008,0.8
0.366,-0.0015,-0.0128,-0.0015,0.0,0.8
0.367,-0.0015,-0.0098,0.0,-0.0008,0.8
0.368,-0.0008,-0.0105,0.0,-0.0008,0.8
0.369,0.0015,-0.0091,0.0007,-0.0008,0.9
0.37,0.0,-0.0038,0.0007,0.0,0.9
0.371,0.0007,0.0015,-0.0008,0.0007,0.9
0.372,0.0022,0.0052,0.0,0.0015,0.9
0.373,0.0007,0.006,-0.0015,0.0015,0.9
0.374,0.003,0.0067,-0.0015,0.0015,1.0
0.375,0.0015,0.0082,-0.0008,0.0037,1.0
0.376,0.0007,0.0105,0.0007,0.0045,1.0
0.377,0.003,0.0127,0.0015,0.0022,1.0
0.378,0.0,0.0195,0.003,0.0037,1.1
0.379,-0.0015,0.0232,0.0037,0.0037,1.1
0.38,-0.003,0.0142,0.003,0.0015,1.1
0.381,-0.0046,0.0045,0.0037,0.0,1.2
0.382,-0.0046,-0.0038,0.0037,-0.0008,1.2
0.383,-0.0053,-0.0098,0.0015,0.0,1.2
0.384,-0.003,-0.0113,0.003,-0.0008,1.3
0.385,-0.0008,-0.0143,0.006,-0.0023,1.3
0.386,-0.0008,-0.0105,0.0045,-0.0015,1.3
0.387,0.0007,-0.0038,0.003,-0.0015,1.3
0.388,0.0015,-0.0008,0.0015,-0.0008,1.4
0.389,0.0007,0.0015,-0.0008,0.0022,1.4
0.39,0.0007,0.0007,0.0007,0.003,1.5
0.391,-0.0023,0.0015,0.0015,0.003,1.5
0.392,-0.0075,0.0067,0.0037,0.0015,1.5
0.393,-0.0113,0.018,0.003,0.003,1.6
0.394,-0.0091,0.0217,0.003,0.003,1.6
0.395,-0.0015,0.0105,0.003,0.0007,1.6
0.396,0.0037,0.0015,0.0045,0.0015,1.7
0.397,0.0082,-0.0105,0.003,0.0022,1.7
0.398,0.006,-0.024,-0.0008,0.0022,1.7
0.399,-0.006,-0.0256,-0.003,0.003,1.8
0.4,-0.0128,-0.0105,-0.0038,0.0037,1.8
0.401,-0.0008,-0.0038,-0.0046,0.0045,1.8
0.402,0.006,-0.0053,-0.0046,0.0067,1.9
0.403,0.0105,0.0135,-0.0038,0.0075,1.9
0.404,0.0165,0.0202,-0.003,0.006,2.0
0.405,0.0157,0.0165,-0.003,0.006,2.0
0.406,0.0142,0.018,-0.0015,0.0045,2.0
0.407,0.0082,0.0105,0.0,0.0022,2.1
0.408,0.006,0.009,0.0007,0.0,2.1
0.409,0.003,0.0075,0.0,0.0,2.2
0.41,-0.006,0.0082,0.0,0.003,2.2
0.411,-0.0105,0.0052,0.0022,0.0045,2.2
0.412,-0.0165,0.0007,0.0037,0.0015,2.3
0.413,-0.0181,0.0007,0.0015,-0.003,2.3
0.414,-0.0181,-0.0015,0.0007,-0.003,2.4
0.415,-0.0143,-0.0023,0.0022,-0.0038,2.4
0.416,-0.012,-0.0008,0.0022,-0.003,2.4
0.417,-0.0113,0.0045,0.0015,-0.0038,2.5
0.418,-0.0046,0.0075,0.0007,-0.003,2.5
0.419,-0.003,0.0127,0.0007,-0.0046,2.6
0.42,-0.0038,0.0165,-0.0008,0.0045,2.6
0.421,-0.0023,0.0075,-0.003,0.0105,2.6
0.422,-0.003,-0.0015,-0.0015,0.006,2.7
0.423,-0.003,-0.006,-0.0008,0.0067,2.7
0.424,-0.0008,-0.0091,0.0007,0.006,2.8
0.425,0.0007,-0.0105,0.0007,0.006,2.9
0.426,0.003,-0.0083,-0.0008,0.006,2.9
0.427,0.0037,-0.0075,-0.0038,0.0037,3.0
0.428,0.0045,-0.0105,-0.003,-0.0008,3.0
0.429,0.0052,-0.0083,-0.0015,0.0007,3.1
0.43,0.0045,-0.0008,-0.0015,0.0007,3.1
0.431,0.0052,-0.0053,0.0007,0.0015,3.2
0.432,0.0045,-0.0158,0.0,0.0015,3.2
0.433,0.003,-0.0248,0.0015,0.0015,3.3
0.434,0.0015,-0.033,0.0015,0.0052,3.3
0.435,0.0007,-0.0308,0.0007,0.0067,3.4
0.436,0.0015,-0.0218,0.003,0.0067,3.4
0.437,0.0015,-0.0181,0.0007,0.0052,3.5
0.438,0.0,-0.0158,0.0015,0.0045,3.6
0.439,-0.0015,-0.0128,0.0007,0.006,3.6
0.44,-0.0023,-0.0128,0.0022,0.0022,3.6
0.441,-0.0015,-0.0075,0.0037,-0.0038,3.7
0.442,-0.0023,-0.0053,0.0007,-0.006,3.8
0.443,-0.003,-0.0075,0.0015,-0.0068,3.8
0.444,-0.003,-0.006,0.0015,-0.0128,3.9
0.445,-0.0023,-0.0068,0.0007,-0.0143,4.0
0.446,-0.0015,-0.0008,0.0007,-0.0068,4.0
0.447,-0.003,0.003,0.0015,0.0007,4.1
0.448,-0.0023,0.0082,0.003,0.012,4.2
0.449,-0.0015,0.0105,0.0037,0.0195,4.2
0.45,-0.003,0.009,0.0052,0.0082,4.3
0.451,-0.003,0.0105,0.0045,-0.0008,4.4
0.452,0.0007,0.0082,0.003,0.006,4.5
0.453,0.0,0.0037,0.0022,0.0142,4.5
0.454,-0.0015,0.0015,0.003,0.0217,4.6
0.455,-0.0015,-0.0008,0.003,0.012,4.7
0.456,-0.0038,-0.0091,0.0015,-0.0218,4.7
0.457,-0.0046,-0.012,0.0015,-0.0443,4.8
0.458,-0.0053,-0.0105,0.0022,-0.0375,4.9
0.459,-0.0038,-0.0098,0.0022,-0.0278,4.9
0.46,-0.0008,-0.0053,0.003,-0.0256,5.0
0.461,0.0022,-0.0091,0.003,-0.0083,5.1
0.462,0.0015,-0.0068,0.0015,0.0075,5.1
0.463,0.0007,0.0292,-0.0008,0.015,5.2
0.464,0.0015,0.0952,-0.0008,0.0225,5.3
0.465,0.0022,0.099,-0.0015,0.0315,5.3
0.466,0.0037,0.0307,-0.0008,0.057,5.4
0.467,0.0045,0.0112,0.0007,0.0765,5.5
0.468,0.0037,-0.006,-0.0015,0.0435,5.6
0.469,0.0015,-0.0443,-0.0023,-0.0188,5.7
0.47,0.003,-0.048,-0.0015,-0.0623,5.8
