Time_s,RF,BF,VM,ST,FX
0.149,-0.0053,-0.042,0.0,-0.0091,34.2
0.15,-0.006,-0.0458,0.0,-0.0083,34.0
0.151,-0.0053,-0.0405,0.0007,-0.0046,33.8
0.152,-0.0038,-0.0285,-0.0008,0.0007,33.6
0.153,-0.0046,0.0022,0.0,0.0045,33.4
0.154,-0.0038,0.039,0.0007,0.0052,33.2
0.155,-0.0015,0.0367,0.0037,0.0045,32.9
0.156,0.0015,0.0802,0.0045,0.0075,32.7
0.157,0.003,0.1537,0.003,0.0127,32.5
0.158,0.0022,0.0952,0.0045,0.003,32.3
0.159,0.003,0.0097,0.003,-0.0113,32.1
0.16,0.0007,0.0,0.003,-0.0091,31.8
0.161,0.0007,0.0105,0.0045,-0.0038,31.6
0.162,0.0,0.0,0.0037,-0.0046,31.4
0.163,-0.003,-0.0038,0.003,-0.0083,31.1
0.164,-0.0015,-0.0091,0.0007,-0.0135,30.9
0.165,-0.0008,-0.0143,-0.0008,-0.0165,30.6
0.166,-0.0008,-0.0105,0.0015,-0.0158,30.4
0.167,-0.0015,-0.006,0.003,-0.0143,30.2
0.168,-0.0015,0.003,0.0045,-0.0083,29.9
0.169,-0.0015,0.0127,0.0037,0.0015,29.7
0.17,0.0015,0.048,0.003,0.0067,29.4
0.171,0.0022,0.0705,0.0037,0.009,29.2
0.172,0.0015,0.0382,0.0007,0.0165,29.0
0.173,0.0015,-0.0068,-0.0015,0.0202,28.7
0.174,-0.0008,-0.0278,-0.0015,0.009,28.5
0.175,-0.003,-0.0068,-0.0008,-0.0015,28.3
0.176,-0.003,0.0465,-0.0008,0.0015,28.0
0.177,-0.0023,0.0577,-0.0008,0.003,27.8
0.178,-0.0008,0.0172,-0.0015,0.0,27.5
0.179,-0.0015,0.0007,-0.0023,0.0037,27.3
0.18,-0.0015,0.0052,-0.0015,0.0045,27.0
0.181,-0.003,-0.0053,-0.0015,0.0022,26.8
0.182,-0.0046,-0.027,0.0,0.0075,26.5
0.183,-0.0023,-0.0383,0.0015,0.006,26.3
0.184,0.0,-0.0518,0.0022,-0.003,26.0
0.185,0.003,-0.1013,0.003,-0.015,25.7
0.186,0.0015,-0.1343,0.0,-0.0173,25.5
0.187,0.0007,-0.1178,-0.0023,-0.0023,25.2
0.188,0.0,-0.063,-0.0015,0.009,25.0
0.189,-0.0023,-0.0158,0.0,0.021,24.7
0.19,-0.003,-0.0158,0.0022,0.018,24.4
0.191,-0.0046,-0.0293,0.0045,0.012,24.2
0.192,-0.0038,0.0322,0.0045,0.0285,23.9
0.193,-0.003,0.2017,0.0045,0.0292,23.7
0.194,-0.0046,0.249,0.0015,0.0052,23.4
0.195,-0.006,0.1087,-0.003,-0.0248,23.1
0.196,-0.0053,-0.0098,-0.0046,-0.027,22.9
0.197,0.0007,-0.0225,-0.0046,-0.0248,22.6
0.198,0.003,0.0202,-0.003,-0.024,22.4
0.199,0.0007,0.0165,-0.003,-0.0128,22.1
0.2,-0.003,-0.0533,-0.0015,-0.0158,21.8
0.201,-0.0083,-0.0878,-0.0008,-0.0113,21.6
0.202,-0.0075,-0.075,-0.0015,0.003,21.3
0.203,0.0015,0.0337,-0.0015,0.0225,21.1
0.204,0.0082,0.1447,-0.0015,0.0262,20.9
0.205,0.0105,0.0877,-0.0038,0.0195,20.6
0.206,0.0127,0.0097,-0.0046,0.0045,20.4
0.207,0.0067,-0.0346,-0.0068,-0.0128,20.2
0.208,-0.0008,-0.0353,-0.0053,-0.0068,19.9
0.209,-0.003,0.0225,-0.0046,-0.0128,19.7
0.21,-0.0083,-0.0008,-0.0053,-0.0203,19.4
0.211,-0.0083,-0.048,-0.0023,-0.0181,19.2
0.212,-0.0053,-0.0593,-0.0015,-0.015,18.9
0.213,-0.0015,-0.0293,0.003,-0.0068,18.7
0.214,0.0007,-0.012,0.0067,0.0007,18.5
0.215,-0.003,-0.0405,0.0045,0.0082,18.2
0.216,-0.0083,-0.0308,0.0067,0.0075,18.0
0.217,-0.0046,-0.0368,0.006,-0.0135,17.8
0.218,-0.003,-0.057,0.0045,-0.0353,17.5
0.219,-0.0083,-0.0398,0.0045,-0.0308,17.3
0.22,-0.0083,0.021,0.003,-0.0015,17.0
0.221,-0.0113,0.0082,0.003,0.0075,16.8
0.222,-0.0135,-0.0765,0.0045,-0.003,16.6
0.223,-0.0105,-0.0285,0.0082,0.0082,16.4
0.224,-0.0068,0.0675,0.009,0.0307,16.2
0.225,-0.0068,0.129,0.0105,0.0465,16.0
0.226,-0.0068,0.0952,0.0075,0.0307,15.8
0.227,-0.0015,0.0615,0.003,0.006,15.6
0.228,0.0015,0.0607,0.0007,-0.0023,15.4
0.229,0.0015,-0.042,-0.0008,-0.006,15.2
0.23,0.0052,-0.0856,-0.0008,-0.0105,14.9
0.231,0.0082,-0.1335,-0.0015,-0.0158,14.8
0.232,0.0075,-0.1365,-0.003,-0.0053,14.5
0.233,0.003,-0.1073,-0.0053,-0.0105,14.4
0.234,0.0,-0.1103,-0.0053,-0.012,14.1
0.235,-0.0015,-0.0398,-0.0015,-0.0083,13.9
0.236,-0.0015,0.0502,-0.0008,-0.012,13.7
0.237,-0.0046,0.102,0.0007,-0.0135,13.5
0.238,-0.0068,0.0127,0.0037,-0.012,13.3
0.239,-0.0053,-0.0091,0.0075,-0.006,13.1
0.24,-0.0068,0.0157,0.0052,-0.0173,12.8
0.241,-0.012,-0.003,0.0007,-0.0256,12.7
0.242,-0.0105,-0.003,-0.0015,-0.0233,12.5
0.243,-0.0015,0.0037,-0.0068,-0.0068,12.3
0.244,0.0105,0.0772,-0.0091,0.018,12.2
0.245,0.0172,0.0637,-0.0098,0.0345,12.0
0.246,0.012,0.0157,-0.0091,0.0495,11.8
0.247,0.0052,0.006,-0.0098,0.054,11.7
0.248,0.0007,-0.0218,-0.0083,0.033,11.5
0.249,-0.003,-0.0765,-0.0046,0.0135,11.3
0.25,-0.0053,-0.0878,-0.0008,0.0112,11.1
0.251,-0.0053,-0.0353,0.0007,-0.0091,11.0
0.252,-0.0068,-0.0346,-0.0046,-0.0203,10.8
0.253,-0.0158,-0.0256,-0.0075,-0.0218,10.6
0.254,-0.0173,0.039,-0.0083,-0.0203,10.4
0.255,-0.0158,0.039,-0.0068,-0.0135,10.3
0.256,-0.0158,-0.0675,-0.0046,-0.012,10.1
0.257,-0.0135,-0.09,-0.003,-0.015,9.9
0.258,-0.0128,-0.0706,-0.0015,-0.0218,9.8
0.259,-0.0091,-0.0533,0.0007,-0.0195,9.6
0.26,-0.0046,0.0142,0.0037,-0.0188,9.4
0.261,0.0007,0.0712,0.0052,-0.0165,9.3
0.262,0.0067,0.1485,0.003,0.009,9.1
0.263,0.0127,0.153,0.0015,0.0307,9.0
0.264,0.0172,0.0975,0.003,0.0277,8.9
0.265,0.018,0.024,0.003,0.0315,8.7
0.266,0.0165,-0.024,0.0022,0.0337,8.6
0.267,0.0157,-0.0105,-0.0008,0.0247,8.5
0.268,0.0202,-0.003,0.0015,0.0165,8.3
0.269,0.0165,0.0172,0.0052,0.0067,8.2
0.27,0.0037,-0.0346,0.006,0.0045,8.0
0.271,-0.0083,-0.0691,0.0067,0.0045,7.9
0.272,-0.0143,0.006,0.0045,-0.0023,7.7
0.273,-0.0143,0.0765,-0.0008,-0.012,7.6
0.274,-0.0128,0.099,0.0,0.0007,7.5
0.275,-0.0105,0.0277,-0.0008,0.012,7.3
0.276,-0.012,-0.042,-0.003,0.0067,7.2
0.277,-0.0165,-0.0443,-0.003,-0.003,7.1
0.278,-0.0203,-0.0263,-0.003,-0.0008,6.9
0.279,-0.0233,-0.0105,-0.003,0.0067,6.8
0.28,-0.0195,-0.0256,-0.0023,-0.0068,6.6
0.281,-0.0113,-0.0293,-0.0008,-0.0091,6.6
0.282,-0.0038,-0.0098,0.0022,-0.003,6.4
0.283,0.009,0.0577,0.0045,-0.0015,6.3
0.284,0.0165,0.0945,0.0052,0.018,6.3
0.285,0.0105,0.0555,0.0067,0.024,6.1
0.286,-0.0023,-0.039,0.0067,-0.0188,6.0
0.287,-0.012,-0.1178,0.0045,-0.0413,5.9
0.288,-0.0075,-0.1305,0.0052,-0.0346,5.8
0.289,0.0007,-0.1335,0.006,-0.027,5.7
0.29,0.0165,-0.0143,0.0075,-0.0023,5.6
0.291,0.03,0.0787,0.009,0.0082,5.5
0.292,0.0127,0.0937,0.0127,0.0082,5.4
0.293,-0.0038,0.1455,0.018,0.0067,5.3
0.294,-0.0083,0.0862,0.0142,0.0105,5.2
0.295,-0.0128,0.06,0.003,0.0015,5.1
0.296,-0.0105,0.1177,-0.0053,-0.0165,4.9
0.297,-0.0128,0.0435,-0.012,-0.0218,4.9
0.298,-0.0195,-0.0773,-0.0181,-0.0308,4.8
0.299,-0.0098,-0.0413,-0.0195,-0.021,4.6
0.3,0.0105,0.0045,-0.0165,-0.0053,4.5
0.301,0.0067,0.03,-0.0143,0.0165,4.5
0.302,-0.0053,0.1125,-0.0165,0.0465,4.4
0.303,-0.0105,0.1515,-0.0173,0.0397,4.3
0.304,-0.0046,0.072,-0.0083,0.0052,4.3
0.305,0.0105,-0.0593,0.0052,-0.0195,4.2
0.306,0.0142,-0.0691,0.0082,-0.0443,4.1
0.307,0.0157,-0.1118,0.0015,-0.0608,4.0
0.308,0.0142,-0.1035,0.0007,-0.0503,4.0
0.309,0.0067,-0.0593,-0.0008,-0.0413,3.9
0.31,0.0045,-0.0758,-0.0053,-0.0353,3.8
0.311,0.003,-0.0953,-0.0068,-0.039,3.7
0.312,0.006,-0.1163,-0.0015,-0.033,3.7
0.313,0.0007,-0.0293,0.0075,-0.0053,3.6
0.314,-0.0015,0.0382,0.0127,0.0195,3.6
0.315,0.0015,0.0592,0.0157,0.0502,3.5
0.316,-0.0015,0.0525,0.0127,0.0637,3.4
0.317,-0.0075,0.0795,0.0052,0.063,3.3
0.318,-0.0158,0.1035,0.0015,0.0885,3.2
0.319,-0.0113,0.0577,0.0015,0.0802,3.2
0.32,-0.003,-0.0225,0.003,0.0405,3.1
0.321,0.0015,-0.0878,0.0022,0.012,3.1
0.322,0.0037,-0.0803,0.0007,-0.0023,3.1
0.323,-0.0098,-0.0915,0.0007,-0.0083,3.0
0.324,-0.0143,-0.1013,0.0007,-0.0203,3.0
0.325,0.0067,-0.0675,-0.0008,-0.0195,2.9
0.326,0.018,0.039,0.0015,-0.024,2.9
0.327,0.024,0.1237,0.0015,-0.0361,2.9
0.328,0.0195,0.0592,0.0007,-0.0436,2.8
0.329,-0.0008,-0.0181,0.0052,-0.0503,2.8
0.33,-0.0075,-0.0233,-0.0015,-0.039,2.8
0.331,-0.0128,-0.0495,-0.0105,-0.0225,2.7
0.332,-0.0181,-0.0578,-0.015,-0.003,2.7
0.333,-0.0165,-0.0263,-0.0098,0.021,2.7
0.334,-0.0098,0.012,-0.0008,0.0382,2.6
0.335,-0.0015,0.0765,0.0052,0.0495,2.6
0.336,-0.0015,0.1387,0.018,0.063,2.6
0.337,-0.006,0.093,0.0165,0.0502,2.6
0.338,-0.012,0.024,0.009,0.0142,2.5
0.339,-0.0105,0.0345,0.0067,-0.0008,2.5
0.34,-0.0158,-0.0083,-0.0015,-0.0091,2.4
0.341,-0.024,-0.0353,-0.0053,-0.021,2.5
0.342,-0.0225,-0.0465,-0.012,-0.0263,2.5
0.343,-0.012,-0.075,-0.0158,-0.0263,2.6
0.344,0.0142,-0.0518,-0.0181,-0.021,2.6
0.345,0.033,-0.0525,-0.0188,-0.0225,2.7
0.346,0.021,-0.0721,-0.0181,-0.033,2.7
0.347,0.003,-0.0975,-0.0188,-0.0353,2.8
0.348,-0.0068,-0.0833,-0.0195,-0.0181,2.8
0.349,0.0,-0.0158,-0.0293,0.0015,2.9
0.35,0.0135,0.042,-0.03,0.009,2.9
0.351,0.045,0.0442,-0.0188,0.0157,3.0
0.352,0.1117,0.0187,-0.003,0.0187,3.0
0.353,0.1162,0.057,0.009,0.0277,3.1
0.354,0.0382,0.0952,0.0112,0.0292,3.1
0.355,-0.0113,0.0795,0.012,0.018,3.2
0.356,-0.045,0.0255,0.0075,0.0217,3.2
0.357,-0.0728,0.0075,0.0202,0.006,3.3
0.358,-0.0893,-0.0008,0.027,-0.0091,3.3
0.359,-0.0893,-0.0135,0.021,0.0045,3.4
0.36,-0.054,0.0247,0.0195,0.0045,3.4
0.361,-0.0398,0.042,0.0067,0.0142,3.5
0.362,-0.033,-0.0233,0.0045,0.0165,3.6
0.363,-0.0173,-0.0856,0.0015,0.0082,3.6
0.364,-0.0008,-0.0653,-0.0105,0.0067,3.7
0.365,0.0127,-0.0893,-0.0203,-0.0053,3.8
0.366,0.03,-0.1006,-0.0181,-0.0285,3.9
0.367,0.0367,-0.0728,-0.0023,-0.0458,4.0
0.368,0.0105,-0.0368,0.012,-0.0315,4.0
0.369,-0.0263,0.084,0.0202,-0.015,4.1
0.37,-0.0458,0.1132,0.0135,-0.0023,4.2
0.371,-0.0428,0.0675,0.0,0.0045,4.3
0.372,-0.0285,0.1102,0.0022,0.009,4.4
0.373,-0.0015,0.0787,0.0082,0.009,4.5
0.374,0.0082,-0.0046,-0.0053,0.003,4.5
0.375,-0.0008,-0.0465,-0.0135,-0.0053,4.6
0.376,0.0,-0.1028,-0.0068,-0.0203,4.7
0.377,0.0037,-0.0675,0.0007,-0.0135,4.8
0.378,0.0052,-0.048,0.003,-0.0165,4.8
0.379,0.0,-0.0691,0.0007,-0.0315,4.9
0.38,0.0105,-0.057,0.0052,-0.0256,5.0
0.381,0.0307,-0.057,0.0082,-0.006,5.0
0.382,0.0442,-0.0383,0.018,0.009,5.1
0.383,0.0637,-0.0615,0.0142,0.0112,5.1
0.384,0.0637,-0.0825,0.0007,0.018,5.2
0.385,0.042,0.0082,0.009,0.0142,5.3
0.386,0.0067,0.1245,0.0082,0.021,5.3
0.387,-0.0293,0.168,-0.0038,0.0465,5.3
0.388,-0.0233,0.165,-0.0046,0.021,5.4
0.389,-0.0165,0.0495,-0.0015,-0.0608,5.4
0.39,-0.039,-0.135,-0.003,-0.1028,5.5
0.391,-0.057,-0.1913,0.0015,-0.0856,5.5
0.392,-0.0405,-0.15,0.0112,-0.0728,5.6
0.393,-0.0053,-0.0773,0.0165,-0.0743,5.6
0.394,0.0262,-0.0788,0.0262,-0.0563,5.7
0.395,0.0367,-0.0046,0.048,0.0022,5.8
0.396,0.0112,0.2917,0.0457,0.0667,5.8
0.397,-0.0083,0.4372,0.0127,0.1335,5.8
0.398,-0.0181,0.3165,-0.0083,0.156,5.9
0.399,-0.0233,0.1567,-0.027,0.0952,5.9
0.4,0.003,0.0202,-0.0436,0.0292,6.0
0.401,0.0555,-0.0533,-0.0436,0.0007,5.9
0.402,0.15,-0.0308,-0.0308,-0.0053,5.9
0.403,0.213,-0.039,-0.0128,-0.012,5.8
0.404,0.1087,-0.0653,-0.0158,-0.0143,5.7
0.405,-0.0225,-0.096,-0.0323,-0.021,5.6
0.406,-0.078,-0.1088,-0.0383,-0.0165,5.6
0.407,-0.1283,-0.1411,-0.0233,0.0007,5.5
0.408,-0.1253,-0.1785,-0.0023,-0.0008,5.4
0.409,-0.093,-0.1673,0.0195,-0.03,5.3
0.41,-0.0645,-0.147,0.042,-0.0323,5.3
0.411,-0.0615,-0.0578,0.0472,-0.0083,5.2
0.412,-0.0735,0.0315,0.045,0.0195,5.1
0.413,-0.0233,0.0727,0.0292,0.0382,5.0
0.414,0.039,0.2107,0.012,0.0352,4.9
0.415,0.0682,0.3195,0.0105,0.0292,4.9
0.416,0.0495,0.1147,0.024,0.0082,4.8
0.417,-0.0053,-0.0225,0.0315,0.003,4.7
0.418,-0.0533,-0.0165,0.024,0.003,4.6
0.419,-0.0533,-0.0938,0.0255,-0.0203,4.6
0.42,-0.0195,-0.1043,0.0225,-0.0428,4.5
0.421,-0.006,-0.0825,0.0015,-0.0578,4.5
0.422,0.003,-0.0293,-0.0083,-0.0488,4.4
0.423,0.0112,0.039,-0.0128,-0.0158,4.3
0.424,0.0202,0.0735,-0.0083,0.0165,4.3
0.425,0.0187,0.0795,-0.003,0.0397,4.2
0.426,-0.0038,0.0442,-0.0053,0.0517,4.1
0.427,-0.0165,0.0292,0.0165,0.0532,4.1
0.428,-0.027,0.069,0.0285,0.0487,4.0
0.429,-0.0105,0.024,0.0127,0.0315,4.0
0.43,0.0217,-0.0465,0.0067,0.0285,3.9
0.431,0.0195,-0.0338,0.0105,0.0322,3.9
0.432,-0.0128,-0.0346,0.0082,0.021,3.8
0.433,-0.0443,-0.0293,0.0105,0.0067,3.7
0.434,-0.0578,-0.0346,-0.0015,-0.0015,3.7
0.435,-0.0181,-0.0375,-0.0083,0.0,3.6
0.436,0.0292,-0.0353,0.0165,0.003,3.6
0.437,-0.0008,-0.033,0.027,0.0007,3.5
0.438,-0.0555,-0.0263,0.012,-0.003,3.5
0.439,-0.0818,-0.0323,-0.0165,-0.0053,3.4
0.44,-0.057,-0.024,-0.039,-0.0068,3.3
0.441,-0.0218,-0.0248,-0.027,-0.0128,3.4
0.442,-0.0218,-0.0218,-0.0218,-0.012,3.6
0.443,0.0022,-0.0143,-0.024,-0.0091,3.7
0.444,0.0307,-0.012,-0.0195,-0.0068,3.9
0.445,0.072,-0.0075,-0.0135,-0.0075,4.0
0.446,0.099,-0.0083,-0.0068,-0.0128,4.1
0.447,0.09,-0.015,-0.012,-0.0188,4.3
0.448,0.1155,-0.0158,-0.0105,-0.0218,4.4
0.449,0.108,-0.0188,-0.0105,-0.0225,4.5
0.45,0.0652,-0.0248,-0.0188,-0.0233,4.7
0.451,0.0202,-0.0181,-0.0256,-0.0278,4.9
0.452,-0.0165,-0.0113,-0.0315,-0.0293,5.0
0.453,-0.021,-0.0143,-0.0233,-0.0278,5.1
0.454,-0.0233,-0.0263,-0.0158,-0.024,5.3
0.455,-0.0053,-0.012,-0.006,-0.0023,5.4
0.456,-0.0068,0.0142,0.003,0.0105,5.5
0.457,-0.0188,0.0352,0.0007,0.0202,5.7
0.458,-0.0188,0.0555,-0.0098,0.0255,5.8
0.459,-0.0248,0.0577,-0.0203,0.018,6.0
0.46,-0.0181,0.0727,-0.0135,0.0315,6.1
0.461,-0.0195,0.0427,-0.0091,0.0292,6.3
0.462,-0.0181,-0.0068,-0.0053,-0.012,6.5
0.463,-0.012,-0.0413,-0.0053,-0.0495,6.7
0.464,-0.0135,-0.0788,-0.0128,-0.0473,6.8
0.465,-0.0023,-0.0346,-0.015,-0.03,7.0
0.466,0.0067,0.0592,-0.0181,-0.0046,7.2
0.467,0.0,0.0982,-0.0143,0.0232,7.3
0.468,-0.0008,0.0547,-0.0053,0.021,7.5
0.469,-0.0068,0.048,0.0045,0.0045,7.7
0.47,-0.012,0.0157,0.0015,-0.0091,7.9
0.471,-0.0008,-0.0436,-0.0046,-0.0008,8.0
0.472,0.0007,-0.0113,-0.0083,0.009,8.2
0.473,-0.0053,0.009,-0.0143,0.0165,8.4
0.474,-0.0098,-0.0083,-0.0218,0.0292,8.5
