Time_s,RF,BF,VM,ST,FX
0.11,-0.0015,-0.0015,0.0015,0.0007,-60.0
0.111,-0.0023,-0.0015,0.0015,0.0,-59.9
0.112,-0.003,-0.003,0.0015,0.0007,-59.8
0.113,-0.0008,-0.0015,0.003,0.0,-59.7
0.114,-0.0008,-0.0015,0.0045,0.0015,-59.6
0.115,-0.0008,-0.003,0.003,0.0015,-59.5
0.116,0.0007,-0.0023,0.0045,0.0007,-59.4
0.117,0.0007,-0.0023,0.0052,0.0015,-59.3
0.118,-0.0015,-0.0008,0.003,0.0015,-59.2
0.119,0.0,-0.0008,0.0015,0.0045,-59.1
0.12,0.0,-0.0008,0.0007,0.0037,-59.0
0.121,-0.0023,0.0007,0.0015,0.0015,-58.9
0.122,-0.0015,0.0015,0.0015,0.0015,-58.8
0.123,-0.003,0.0015,0.0015,0.0007,-58.6
0.124,-0.0008,0.0007,0.0,-0.0015,-58.5
0.125,0.0007,-0.0008,-0.0008,-0.0015,-58.4
0.126,-0.0008,0.0015,0.0015,-0.0015,-58.3
0.127,0.0007,0.0015,0.0015,0.0,-58.1
0.128,0.0,0.0007,0.0007,0.0015,-58.0
0.129,-0.0008,0.0015,0.0007,0.0022,-57.9
0.13,0.0007,-0.0008,0.0007,0.0015,-57.7
0.131,0.0015,-0.0023,0.0022,0.0015,-57.6
0.132,0.0022,-0.0015,0.0022,0.0015,-57.5
0.133,0.003,-0.0015,0.0045,0.0015,-57.3
0.134,0.003,-0.0015,0.0037,0.0007,-57.2
0.135,0.003,-0.003,0.0022,-0.0008,-57.1
0.136,0.0022,-0.0046,0.0015,-0.0008,-57.0
0.137,0.003,-0.0046,0.0015,0.0007,-56.8
0.138,0.0037,-0.0023,0.003,0.0007,-56.7
0.139,0.0015,-0.003,0.0007,0.0,-56.6
0.14,-0.0008,-0.0015,0.0,0.0022,-56.4
0.141,0.0,-0.003,-0.0015,0.0022,-56.3
0.142,0.0007,-0.0046,-0.0015,0.0007,-56.1
0.143,0.0015,-0.0008,-0.0008,0.0,-56.0
0.144,0.0,0.0,0.0015,0.0007,-55.8
0.145,-0.0023,0.0,0.003,0.0,-55.7
0.146,-0.0015,-0.0008,0.003,-0.0015,-55.5
0.147,-0.003,-0.003,0.0037,-0.0015,-55.4
0.148,-0.0046,0.0,0.0037,-0.0023,-55.2
0.149,-0.0038,-0.0008,0.0037,-0.003,-55.0
0.15,-0.0023,-0.0023,0.0007,-0.003,-54.9
0.151,-0.0015,-0.0015,0.0007,-0.0068,-54.8
0.152,-0.003,-0.0015,0.003,-0.0053,-54.6
0.153,-0.0023,-0.0046,0.0015,-0.0053,-54.5
0.154,-0.0023,-0.0046,0.0015,-0.0053,-54.3
0.155,-0.0008,-0.0008,0.0007,-0.0038,-54.1
0.156,0.0015,-0.0015,-0.0015,-0.0038,-54.0
0.157,0.0015,-0.0015,0.0,-0.0046,-53.8
0.158,0.0007,-0.003,0.0007,-0.0038,-53.7
0.159,0.0007,-0.0038,0.0007,-0.0015,-53.5
0.16,0.0007,-0.0015,0.003,0.0,-53.4
0.161,-0.0008,-0.003,0.0015,0.0015,-53.2
0.162,-0.0015,-0.0015,0.0045,0.0015,-53.0
0.163,-0.0023,0.0,0.0022,0.0015,-52.8
0.164,-0.0023,-0.0008,0.0007,0.003,-52.7
0.165,-0.0008,0.0007,0.003,0.0007,-52.5
0.166,0.0015,0.0007,0.0015,0.0015,-52.3
0.167,0.0007,0.0007,0.0007,0.0007,-52.1
0.168,-0.0008,0.0,-0.0008,-0.0008,-51.9
0.169,0.0007,-0.0015,0.0007,0.0015,-51.8
0.17,-0.0008,0.0007,0.003,-0.0008,-51.6
0.171,-0.0015,-0.0008,0.0045,-0.0008,-51.4
0.172,0.0,-0.0008,0.006,0.0007,-51.3
0.173,0.0007,-0.0008,0.0052,0.0015,-51.1
0.174,0.0007,-0.0015,0.003,0.0007,-50.9
0.175,0.0015,0.0007,0.0015,0.0022,-50.7
0.176,0.0022,0.0007,0.0007,0.003,-50.5
0.177,0.0007,0.0,0.0015,0.0045,-50.4
0.178,0.0,0.0007,0.0007,0.0052,-50.2
0.179,0.0007,-0.0015,0.003,0.0052,-50.0
0.18,-0.0008,-0.0023,-0.0008,0.0052,-49.8
0.181,-0.0023,0.0015,-0.0015,0.003,-49.6
0.182,-0.0015,0.003,-0.0008,0.0007,-49.4
0.183,-0.0008,0.0022,-0.003,0.0015,-49.2
0.184,0.0022,0.0007,-0.003,0.0007,-49.0
0.185,0.003,-0.0015,-0.003,-0.0008,-48.7
0.186,0.0022,-0.0038,-0.003,0.0,-48.6
0.187,0.0022,-0.0015,-0.003,0.0015,-48.3
0.188,0.0015,0.0,-0.003,0.0007,-48.1
0.189,-0.0008,-0.0008,-0.0008,0.003,-47.9
0.19,-0.0008,0.0007,-0.0015,0.0022,-47.7
0.191,0.0,0.0007,-0.0023,0.0007,-47.5
0.192,0.0007,-0.0023,0.0,0.0007,-47.3
0.193,-0.0015,-0.003,0.0007,-0.0008,-47.1
0.194,0.0,-0.003,0.0015,-0.0015,-46.8
0.195,0.0,-0.0046,0.003,-0.0046,-46.6
0.196,-0.0015,-0.0053,0.0015,-0.003,-46.4
0.197,-0.003,-0.0046,0.003,-0.0015,-46.2
0.198,-0.0038,-0.003,0.0007,-0.0015,-46.0
0.199,-0.0023,-0.0015,-0.0023,0.0007,-45.8
0.2,-0.003,-0.0008,0.0007,-0.0015,-45.6
0.201,-0.0008,0.0007,0.0007,0.0007,-45.4
0.202,0.0007,0.0015,0.0015,0.003,-45.1
0.203,0.0022,0.0015,0.0022,0.0022,-44.9
0.204,0.0015,0.0015,0.003,0.003,-44.6
0.205,-0.0008,0.0007,0.0045,0.0015,-44.4
0.206,0.0007,0.0015,0.0015,0.0015,-44.1
0.207,0.0007,0.0007,0.0015,0.0015,-43.9
0.208,-0.0008,-0.0008,0.0015,0.0045,-43.6
0.209,0.0015,-0.006,0.0007,0.003,-43.4
0.21,0.0007,-0.0105,0.0015,0.003,-43.1
0.211,0.0007,-0.0098,0.0007,0.0015,-42.9
0.212,-0.0008,-0.0068,0.0007,0.0007,-42.7
0.213,-0.0015,-0.0053,0.0015,0.0007,-42.4
0.214,-0.0008,-0.0038,0.0037,0.0007,-42.2
0.215,-0.0008,-0.003,0.0052,0.0022,-41.9
0.216,0.0,-0.0023,0.0015,0.003,-41.7
0.217,0.0,-0.0008,-0.0008,0.0,-41.4
0.218,0.0,0.0007,-0.003,-0.0008,-41.2
0.219,0.0015,0.0007,-0.0046,-0.0015,-40.9
0.22,0.0007,0.0007,-0.003,0.0007,-40.7
0.221,0.0015,0.0,-0.0015,0.0015,-40.4
0.222,0.0007,0.0007,0.0,-0.0008,-40.2
0.223,-0.0015,0.0007,-0.0015,-0.0008,-39.9
0.224,0.0015,0.0007,0.0,0.0007,-39.6
0.225,0.0015,0.003,0.0022,0.0007,-39.4
0.226,0.0007,0.003,0.0022,0.0007,-39.1
0.227,-0.0008,0.0022,0.0045,-0.0015,-38.9
0.228,0.0,0.003,0.0022,-0.0046,-38.6
0.229,-0.0008,0.0007,0.0007,0.0,-38.3
0.23,-0.0008,-0.0008,0.0,0.0,-38.1
0.231,-0.0015,-0.0008,0.0022,0.0,-37.8
0.232,-0.003,0.0,0.006,0.0022,-37.6
0.233,-0.0008,0.0015,0.0045,0.0015,-37.3
0.234,-0.0008,0.0007,0.0052,0.003,-37.1
0.235,0.0007,0.0022,0.0052,0.0022,-36.8
0.236,0.0022,0.0022,0.0045,0.0022,-36.5
0.237,0.0007,0.0015,0.0015,0.0007,-36.3
0.238,0.0022,-0.0008,0.0,-0.0008,-36.0
0.239,0.0022,-0.0015,0.0015,-0.0015,-35.8
0.24,0.0007,-0.0015,0.0,-0.0015,-35.5
0.241,0.0015,-0.0038,0.0007,-0.006,-35.2
0.242,0.0,-0.0046,0.003,-0.0046,-35.0
0.243,-0.0008,-0.0038,0.003,0.0007,-34.7
0.244,-0.0015,-0.0053,0.0015,0.0022,-34.4
0.245,-0.003,-0.0053,-0.0008,0.003,-34.1
0.246,-0.003,-0.0053,0.0007,0.0007,-33.8
0.247,-0.0015,-0.0083,-0.0008,-0.0015,-33.6
0.248,-0.0008,-0.0053,0.0007,-0.0008,-33.3
0.249,-0.0008,-0.0053,0.0015,0.0,-33.0
0.25,0.0022,-0.0046,0.0,0.0015,-32.8
0.251,0.0022,-0.0015,-0.0015,0.0007,-32.5
0.252,0.0022,-0.0008,-0.003,0.003,-32.2
0.253,0.0022,0.0007,0.0015,0.0045,-32.0
0.254,0.003,0.003,0.0045,0.0045,-31.7
0.255,0.0045,0.0052,0.003,0.003,-31.4
0.256,0.003,0.0037,0.0015,0.0007,-31.1
0.257,0.0015,0.0,0.0022,-0.0008,-30.8
0.258,0.0007,-0.003,0.0037,-0.0053,-30.6
0.259,-0.0023,-0.0046,0.0045,-0.0068,-30.3
0.26,-0.003,-0.0053,0.003,-0.0083,-30.0
0.261,-0.0008,-0.006,0.0045,-0.0068,-29.7
0.262,0.0015,-0.006,0.0007,-0.0053,-29.5
0.263,0.003,-0.0053,0.0,-0.0053,-29.2
0.264,0.0052,-0.0038,0.0007,-0.0046,-28.9
0.265,0.003,-0.0015,0.0007,-0.0046,-28.6
0.266,0.003,0.0007,0.0007,-0.0023,-28.4
0.267,0.0037,0.0015,0.0007,-0.0015,-28.1
0.268,0.003,0.0,0.0007,-0.0015,-27.8
0.269,-0.0023,-0.003,0.0015,-0.0008,-27.5
0.27,-0.0046,-0.0015,0.0007,0.0007,-27.2
0.271,-0.0038,0.0,0.0,0.0015,-27.0
0.272,-0.003,0.0007,0.0007,0.0045,-26.7
0.273,-0.0023,0.0007,0.003,0.0045,-26.4
0.274,-0.0023,-0.003,0.003,0.0052,-26.1
0.275,0.0015,-0.0015,0.003,0.006,-25.8
0.276,0.003,-0.0008,0.0007,0.0045,-25.6
0.277,0.0105,-0.0008,-0.0015,0.0052,-25.3
0.278,0.0157,-0.0008,-0.0015,0.003,-25.0
0.279,0.0097,-0.0023,0.0007,0.0015,-24.7
0.28,0.0037,0.0007,0.0015,0.0007,-24.4
0.281,-0.0053,0.0007,0.0022,0.0015,-24.2
0.282,-0.0128,-0.0008,0.003,0.0045,-23.9
0.283,-0.012,-0.0046,0.0037,0.003,-23.7
0.284,-0.0128,-0.0098,0.0015,0.0015,-23.4
0.285,-0.012,-0.0083,0.0,-0.0023,-23.1
0.286,-0.0091,-0.0091,-0.0008,-0.003,-22.9
0.287,-0.0046,-0.0083,-0.0008,-0.0046,-22.6
0.288,0.0,-0.0023,0.0,-0.0046,-22.4
0.289,0.0022,-0.0008,0.0,-0.0023,-22.1
0.29,0.0015,-0.0008,-0.0008,0.0015,-21.8
0.291,0.003,0.0015,-0.0008,0.0022,-21.6
0.292,0.0082,0.0022,-0.0008,0.0045,-21.3
0.293,0.0082,0.003,-0.0008,0.0067,-21.1
0.294,0.0045,0.0045,0.0015,0.0067,-20.8
0.295,0.0015,0.0037,0.0037,0.0067,-20.6
0.296,0.0007,0.0015,0.0045,0.0015,-20.3
0.297,0.0007,0.0007,0.0052,-0.0038,-20.0
0.298,-0.0023,0.0,0.003,-0.0053,-19.8
0.299,-0.0008,-0.0008,0.003,-0.0053,-19.5
0.3,0.0022,-0.0015,0.0,-0.0075,-19.3
0.301,0.003,-0.003,-0.0023,-0.0068,-19.1
0.302,0.0045,-0.0015,-0.0008,-0.0015,-18.9
0.303,0.0045,0.0015,-0.003,-0.0015,-18.7
0.304,0.0007,0.0037,-0.003,-0.0023,-18.5
0.305,-0.003,0.0045,-0.003,-0.0046,-18.3
0.306,-0.0015,0.0045,0.0,-0.0046,-18.0
0.307,0.0015,0.0022,0.003,-0.0023,-17.9
0.308,0.0015,0.0015,0.0037,-0.0053,-17.6
0.309,0.0045,0.0007,0.0067,-0.0046,-17.5
0.31,0.0067,0.0022,0.009,-0.0008,-17.2
0.311,0.0097,0.0007,0.0067,-0.0008,-17.1
0.312,0.0105,-0.0023,0.0037,-0.0008,-16.9
0.313,0.003,-0.0015,0.0022,0.0015,-16.7
0.314,-0.0008,-0.0008,0.0015,0.0045,-16.5
0.315,-0.003,-0.0008,0.0015,0.006,-16.2
0.316,-0.0046,0.003,0.0037,0.0105,-16.1
0.317,-0.003,0.006,0.003,0.0112,-15.8
0.318,-0.0008,0.006,0.0007,0.0075,-15.7
0.319,0.0052,0.0045,0.0007,0.006,-15.4
0.32,0.0082,0.003,0.0015,0.003,-15.3
0.321,0.0052,-0.0015,0.0015,-0.0023,-15.1
0.322,-0.0015,-0.0046,0.0015,-0.0008,-14.9
0.323,-0.0083,-0.0083,0.0007,-0.0015,-14.8
0.324,-0.0113,-0.0105,0.0,-0.0046,-14.7
0.325,-0.0113,-0.0098,-0.0015,-0.0046,-14.5
0.326,-0.0098,-0.0091,-0.003,-0.0075,-14.4
0.327,-0.0091,-0.006,-0.0023,-0.0046,-14.2
0.328,-0.0046,0.0,-0.0038,-0.0015,-14.1
0.329,-0.0015,0.0037,-0.0015,-0.0008,-14.0
0.33,-0.0008,0.0037,0.0007,-0.0015,-13.8
0.331,0.003,0.003,0.0015,-0.0015,-13.6
0.332,0.003,0.0015,0.0022,-0.0008,-13.5
0.333,0.0045,-0.0008,0.0015,-0.0015,-13.4
0.334,0.0067,-0.003,0.0007,0.0007,-13.2
0.335,0.0067,-0.0053,-0.0015,0.0007,-13.1
0.336,0.0037,-0.006,-0.0015,-0.003,-12.9
0.337,-0.0008,-0.0053,0.0022,-0.003,-12.8
0.338,-0.0015,-0.0046,0.0007,-0.0015,-12.6
0.339,-0.003,-0.0015,-0.0008,-0.0008,-12.5
0.34,-0.0008,-0.0008,0.0015,-0.0008,-12.3
0.341,-0.003,0.0007,-0.0008,0.003,-12.2
0.342,-0.006,0.0022,0.0,0.0015,-12.1
0.343,-0.003,0.003,0.0015,0.0007,-12.0
0.344,-0.0023,0.003,0.0007,0.003,-11.9
0.345,-0.0008,0.0022,0.0022,0.003,-11.8
0.346,-0.0008,0.0052,0.0007,0.0045,-11.7
0.347,-0.0008,0.0052,-0.0015,0.0037,-11.6
0.348,-0.0015,0.003,0.0007,0.0,-11.5
0.349,-0.003,-0.0015,0.0015,-0.003,-11.4
0.35,-0.0038,-0.0046,0.0045,-0.003,-11.3
0.351,-0.0023,-0.003,0.0037,-0.0008,-11.2
0.352,-0.0008,-0.0015,0.0,0.0022,-11.1
0.353,-0.0008,-0.0015,0.0015,0.003,-11.0
0.354,0.0007,-0.0023,0.0022,0.0022,-10.9
0.355,0.0,-0.0068,0.0022,0.0015,-10.8
0.356,0.0015,-0.0091,0.0052,-0.0008,-10.7
0.357,-0.0008,-0.0053,0.0007,-0.0015,-10.6
0.358,0.0,-0.0053,0.0022,0.0,-10.5
0.359,0.003,-0.003,0.0105,0.0007,-10.4
0.36,0.0045,-0.003,0.012,-0.003,-10.3
0.361,0.003,-0.003,0.0112,-0.003,-10.3
0.362,0.0015,0.0,0.0052,-0.003,-10.2
0.363,0.0045,0.0,-0.0015,-0.003,-10.1
0.364,0.012,0.0022,-0.0053,-0.0008,-10.1
0.365,0.0112,0.0015,-0.0046,0.0007,-10.0
0.366,0.0037,0.0007,-0.0053,0.0007,-9.9
0.367,-0.0015,0.0007,-0.0046,0.0015,-9.9
0.368,-0.0091,0.003,-0.0008,0.0045,-9.9
0.369,-0.0158,0.0067,0.0015,0.0045,-9.8
0.37,-0.0105,0.0037,0.0015,0.0045,-9.7
0.371,-0.0083,0.0052,-0.003,0.0067,-9.7
0.372,-0.0053,0.0007,-0.0083,0.003,-9.6
0.373,-0.003,-0.0075,-0.0083,-0.0015,-9.5
0.374,-0.0046,-0.0105,-0.0068,-0.0053,-9.5
0.375,-0.0046,-0.0165,-0.003,-0.0075,-9.4
0.376,-0.0023,-0.015,0.0045,-0.006,-9.4
0.377,-0.0008,-0.0091,0.0097,-0.0046,-9.3
0.378,0.0022,-0.0053,0.0165,-0.003,-9.3
0.379,0.0037,-0.003,0.021,-0.003,-9.2
0.38,0.0022,-0.0023,0.012,-0.0038,-9.1
0.381,0.0052,-0.0015,0.0015,-0.003,-9.1
0.382,0.0037,-0.003,-0.0038,-0.0023,-9.1
0.383,0.0045,-0.0068,-0.0091,-0.003,-9.1
0.384,0.0045,-0.0068,-0.0105,-0.0015,-9.1
0.385,0.006,0.003,-0.015,0.0045,-9.1
0.386,0.009,0.0082,-0.0143,0.0105,-9.0
0.387,0.0067,0.0052,-0.0098,0.012,-9.0
0.388,0.0052,0.0082,-0.0068,0.012,-9.0
0.389,0.0045,0.0075,-0.0023,0.009,-9.0
0.39,0.0052,0.003,-0.0008,0.0022,-9.0
0.391,0.003,-0.0046,0.0007,-0.0075,-9.0
0.392,-0.0053,-0.012,0.0082,-0.015,-9.0
0.393,-0.0068,-0.0143,0.018,-0.0143,-9.0
0.394,-0.0053,-0.0083,0.0292,-0.0053,-9.0
0.395,-0.0015,0.0015,0.0352,0.0007,-9.0
0.396,0.0015,0.0067,0.0232,0.0045,-9.0
0.397,0.0052,0.0007,0.0082,0.0075,-9.0
0.398,0.0045,-0.0105,0.0,0.0052,-9.0
0.399,0.0037,-0.0158,-0.0053,-0.0053,-8.9
0.4,0.0045,-0.0105,-0.0098,-0.0105,-8.9
0.401,0.0015,-0.006,-0.0128,-0.0098,-8.9
0.402,-0.0015,-0.006,-0.0158,-0.0128,-8.9
0.403,-0.0038,-0.003,-0.0165,-0.0105,-9.0
0.404,-0.0023,0.0015,-0.0165,-0.0105,-9.0
0.405,-0.0008,0.0082,-0.0135,-0.0053,-9.0
0.406,-0.0015,0.0195,-0.0128,0.0015,-9.0
0.407,-0.0015,0.0247,-0.0083,0.0082,-9.0
0.408,-0.0015,0.018,-0.0053,0.0097,-9.0
0.409,-0.0015,-0.0091,-0.0038,0.0022,-9.1
0.41,-0.0015,-0.0278,-0.0008,0.003,-9.1
0.411,0.0,-0.0315,0.0052,0.003,-9.1
0.412,0.003,-0.0293,0.0112,0.0037,-9.2
0.413,0.0045,0.0,0.0067,0.018,-9.2
0.414,0.006,0.0315,0.0052,0.024,-9.2
0.415,0.0232,0.0307,0.012,0.0127,-9.2
0.416,0.0367,0.0157,0.024,0.0045,-9.3
0.417,0.0187,0.0022,0.0487,0.0037,-9.3
0.418,-0.0008,0.0015,0.0735,0.0075,-9.3
0.419,-0.012,0.0045,0.0555,0.0045,-9.3
0.42,-0.0285,-0.0038,0.0127,-0.0083,-9.4
0.421,-0.0346,-0.0068,-0.0165,-0.0053,-9.4
0.422,-0.0346,-0.0091,-0.0428,-0.0038,-9.5
0.423,-0.0278,-0.015,-0.0503,-0.0046,-9.5
0.424,-0.0143,-0.0128,-0.0511,-0.0046,-9.6
0.425,-0.0015,-0.015,-0.0518,-0.0113,-9.7
0.426,0.0082,-0.0225,-0.0428,-0.0128,-9.8
0.427,0.0045,-0.03,-0.0353,-0.0158,-9.8
0.428,0.0007,-0.024,-0.024,-0.021,-9.9
0.429,-0.0046,-0.0046,-0.0195,-0.0181,-9.9
0.43,-0.0068,0.0105,-0.0135,-0.0068,-10.0
0.431,-0.0038,0.0165,-0.0053,0.0045,-10.1
0.432,-0.0068,0.0165,-0.0023,0.012,-10.1
0.433,-0.0046,0.0142,0.0045,0.0052,-10.2
0.434,-0.0008,0.0142,0.0112,0.009,-10.3
0.435,0.009,0.0217,0.0172,0.027,-10.4
0.436,0.0195,0.042,0.0202,0.0315,-10.4
0.437,0.0217,0.0675,0.0247,0.0307,-10.5
0.438,0.0202,0.0517,0.0315,0.033,-10.5
0.439,0.012,0.0045,0.0307,0.027,-10.6
0.44,0.0022,-0.0083,0.0202,0.0067,-10.7
0.441,-0.0008,-0.0068,0.015,-0.0008,-10.8
0.442,0.0067,-0.0046,0.0172,-0.0038,-10.8
0.443,0.009,-0.024,0.018,-0.0075,-10.9
0.444,0.0052,-0.0465,0.0195,-0.0091,-11.0
0.445,0.0022,-0.0293,0.0127,-0.0165,-11.1
0.446,-0.012,-0.0135,0.0112,-0.0075,-11.2
0.447,-0.0473,-0.0105,0.0225,-0.003,-11.3
0.448,-0.0825,-0.0083,0.0292,0.003,-11.3
0.449,-0.0578,-0.0053,0.0225,0.0165,-11.4
0.45,-0.0225,0.0015,0.0105,0.0112,-11.5
0.451,-0.0015,0.0022,0.0015,0.0097,-11.6
0.452,0.0277,0.0,0.009,0.0202,-11.7
0.453,0.0345,0.006,0.024,0.0045,-11.8
0.454,0.0405,0.0135,0.018,-0.0165,-11.9
0.455,0.0405,0.0,-0.0053,-0.0308,-12.0
0.456,0.0352,-0.0256,-0.0218,-0.039,-12.0
0.457,0.033,-0.0465,-0.0248,-0.0225,-12.1
0.458,0.0307,-0.033,-0.0105,-0.0091,-12.2
0.459,0.0375,-0.0046,0.0007,-0.0091,-12.3
0.46,0.0352,-0.0105,-0.0105,-0.0143,-12.4
0.461,0.027,-0.0143,-0.0105,-0.0135,-12.5
0.462,0.0165,-0.0113,-0.0113,-0.0083,-12.6
0.463,0.0105,-0.0105,-0.0128,-0.0068,-12.6
0.464,0.0052,-0.0083,0.0045,-0.012,-12.7
0.465,-0.0046,-0.0195,0.018,-0.0195,-12.8
